,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,NE4202,Kỹ thuật đo đạc bức xạ II,3(2-1-0-4),3,3,0.7
,NE4203,Kỹ thuật hạt nhân trong y tế,2(2-0-0-4),2,2,0.7
,NE4204,Phương pháp Monte-Carlo ứng dụng trong KT hạt nhân,2(2-1-0-4),2,3,0.7
,NE4205,Điện tử hạt nhân II,2(2-0.5-0.5-4),2,3.5,0.7
,NE4206,Quản lý và xử lý chất thải phóng xạ,2(2-0-0.5-4),2,3,0.7
,NE4210,Động học lò phản ứng hạt nhân,3(2-1-0-4),3,3,0.7
,ME5110,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5
,EM3203,Kinh tế năng lượng,2(2-1-0-4),2,3,0.7
,PE1011,Chuyên sâu bóng đá A,0(0-2-0-2),0,1.5,1
,CH4276,Vật liệu vô cơ,2(2-1-0-4),2,3,0.7
,CH4278,Hóa vô cơ công nghiệp,2(2-1-0-4),2,3,0.7
,CH4280,Đồ án chuyên ngành,1(0-0-2-2),1,2,0.7
,CH4324,Đồ án chuyên ngành,3(0-0-6-6),3,6,0.7
,CH4328,Các phương pháp xử lý nước thải,2(2-1-0-4),2,3,0.7
,CH4330,Quá trình điện hóa,2(2-1-0-4),2,3,0.7
,CH4332,Phương pháp vật lý và hóa lý nghiên cứu cấu tạo chất,2(2-1-0-4),2,3,0.7
,CH4334,Ứng dụng tin học trong công nghệ hóa học,2(2-1-0-4),2,3,0.7
,CH4336,Xúc tác phức và ứng dụng,2(2-1-0-4),2,3,0.7
,CH4338,Hóa học các chất hoạt động bề mặt,2(2-1-0-4),2,3,0.7
,CH4340,Ứng dụng tin học trong hóa học,2(2-1-0-4),2,3,0.7
