,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,PH3223,Vật lý bán dẫn,2(2-1-0.5-4),2,4,0.7
,PH3243,Năng lượng mới đại cương,2(1-1-0.5-4),2,3,0.7
,PH3263,Vật lý tin học,2(2-1-0-4),2,3,0.7
,PH4236,Vật liệu điện tử và quá trình chế tạo 1,3(2.5-0.5-0-10),3,3,0.7
,PH4336,Vật liệu nano,3(2-1-0-6),3,3,0.7
,ET3176,Thiết kế kỹ thuật y sinh I,1(0-0-2-2),1,3,0.7
,CH3306,Hóa phân tích,3(3-0-1-6),3,4.5,0.7
,ME2031,Cơ học đại cương và cơ học các MTLT,3(2-1-0.5-6),3,4,0.7
,ME4263,Thiết kế chế tạo bằng máy tính,3(2-1-0.5-6),3,4,0.7
,BF3201,Phân tích vi sinh vật thực phẩm,3(2-1-1-6),3,4.5,0.8
,BF4811,Công nghệ sinh học đại cương,2(2-1-0-6),2,3,0.7
,CH3227,Hóa hữu cơ,2(2-1-0-4),2,3,0.75
,EE3646,Cơ sở điện tử công suất,2(2-0-0-4),2,2,0.7
,EE3676,Thiết bị đo điện tử,3(3-1-0-6),3,4,0.7
,EM3105,Quản lý công nghiệp,3(3-0-0-6),3,3,0.5
,IT3034,Kiến trúc máy tính,3(3-1-0-6),3,4,0.7
,IT4024,Mô hình hóa bằng automat,2(2-1-0-4),2,3,0.7
,IT4174,Xử lý tín hiệu,3(3-1-0-6),3,4,0.7
,IT4594,Lý thuyết thông tin và truyền thông số,3(3-1-0-6),3,4,0.7
,ME4531,Kỹ thuật cơ học,2(1-1-0.5-4),2,3,0.7
