,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,EE4406,Hệ thống điều khiển lập trình,3(3-1-0.5-6),3,5,0.75
,EE4407,Thiết kế hệ thống điều khiển tự động,2(2-0-0-4),2,2,0.75
,EE4409,Tự động hoá quá trình công nghệ,3(3-1-0.5-6),3,5,0.75
,EE4410,Thiết kế hệ điều khiển nhúng,2(2-1-0.3-4),2,3.5,0.7
,EE4411,Hệ thống điều khiển phân tán,3(3-1-0.3-6),3,4.5,0.7
,EE4412,Tự động hoá quá trình cơ điện,2(2-1-0-4),2,3,0.75
,EE4413,Thiết bị điều chỉnh thuỷ khí,2(2-1-0.4-4),2,3.5,0.7
,EE4414,Điều khiển chuyển động,2(2-0-0-4),2,2,0.75
,EE4415,Hệ thống thông minh,3(3-1-0.5-6),3,5,0.75
,EE4416,Hệ sự kiện rời rạc,3(3-1-0-6),3,4,0.7
,EE4417,Tự động hoá quá trình công nghệ,2(2-1-0.4-4),2,3.5,0.75
,EE4418,Tiếng Anh chuyên ngành,2(2-0-0-4),2,2,1
,EE4419,Đề tài nghiên cứu KH,2(0-0-4-8),2,6,0.5
,EE4501,Cảm biến,2(2-0-0-4),2,2,0.75
,EE4502,Kỹ thuật cảm biến,3(3-0-1-6),3,4.5,0.7
,EE4503,Xử lý số tín hiệu,3(3-1-0.3-6),3,4.5,0.7
,EE4504,Phương pháp đo,2(2-1-0.4-4),2,3.5,0.75
,EE4505,Thiết bị đo,2(2-1-0.5-4),2,4,0.75
,EE4506,Đồ án chuyên ngành,1(1-1-0-4),1,2,1
,EE4507,Kỹ thuật vi xử lý II,2(2-1-0.4-4),2,3.5,0.75
