,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,BF3534,Kỹ thuật đo lường và lý thuyết điều khiển tự động trong CNTP,3(3-0-1-6),3,4.5,0.7
,BF3536,Đồ án I – Quá trình và thiết bị CNTP,1(0-2-0-2),1,2,0.5
,BF3701,Vi sinh vật I,3(3-0-0-6),3,3,0.7
,BF3702,Thí nghiệm vi sinh vật,2(0-0-4-4),2,6,0.7
,BF3703,Sinh học tế bào,2(2-0-1-4),2,3.5,0.7
,BF3706,Kỹ thuật gen,2(2-0-1-4),2,3.5,0.7
,BF3707,Tin sinh học,2(1-0-2-4),2,4,0.6
,BF3708,Phương pháp phân tích trong CNSH,2(2-0-1-4),2,3.5,0.6
,BF3711,Quá trình và thiết bị CNSH I,2(1-1-1-4),2,3.5,0.7
,BF3712,Quá trình và thiết bị CNSH II,3(2-1-1-6),3,4.5,0.7
,BF3713,Quá trình và thiết bị CNSH III,2(2-1-0-4),2,3,0.6
,BF3714,Đồ án quá trình và thiết bị CNSH,1(0-2-0-2),1,2,0.5
,BF4725,Kỹ thuật đo lường và điều khiển tự động trong CNSH,2(2-0-1-4),2,3.5,0.7
,BF4726,Quản lý chất lượng trong CNSH,2(2-0-0-4),2,2,0.7
,BF4727,Đồ án chuyên ngành KTSH,2(0-4-0-4),2,4,0.5
,CH3009,Hóa học trong CN in,2(2-1-0-4),2,3,0.6
,CH3042,Hóa lý I,3(3-1-0-6),3,4,0.6
,CH3061,Hóa lý II,3(3-1-0-6),3,4,0.6
,CH3072,Thí nghiệm Hóa lý,1(0-0-2-2),1,3,0.5
,CH3202,Hóa Hữu cơ I,3(3-1-0-6),3,4,0.7
