,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,ME4141,Tin học ứng dụng,2(2-1-0-4),2,3,0.7
,ME4142,Công nghệ khuôn mẫu,2(2-1-0-4),2,3,0.7
,ME4143,Đồ án Máy chính xác,1(0-2-0-2),1,2,1
,ME4144,Các quá trình hàn đặc biệt,2(2-1-0-4),2,3,0.7
,ME4145,MH hóa và MP số QT biến dạng,2(1-1-0-4),2,2,0.7
,ME4146,Đồ án khuôn chất dẻo,2(0-0-4-4),2,4,1
,ME4150,Xe chuyên dụng,3(3-0-1-6),3,4.5,0.6
,ME4151,Đồ án cơ điện tử,1(0-2-0-2),1,2,1
,ME4152,Kỹ thuật ma sát,2(2-0-0-4),2,2,0.6
,ME4153,Cảm biến trong CKCX & QH,3(3-1-0-6),3,4,0.7
,ME4154,Mô hình hóa quá trình hàn,2(2-0-1-4),2,3.5,0.6
,ME4155,CN Gia công áp lực,2(2-1-0-4),2,3,0.7
,ME4156,Robot công nghiệp,2(2-0-0-4),2,2,0.7
,ME4161,Tự động hóa thiết kế,2(2-1-0-4),2,3,1
,ME4162,Đồ án Máy,1(0-2-0-2),1,2,1
,ME4166,Hóa lý Polyme,2(2-0-0-4),2,2,1
,ME4170,Đại cương ĐCĐT,2(2-1-0-4),2,3,0.7
,ME4171,Chuyên đề 2: Hệ thống cơ điện tử,1(1-0-0-2),1,1,1
,ME4172,Công nghệ bôi trơn,2(2-0-0-4),2,2,0.7
,ME4174,Robot hàn,2(2-1-0.5-4),2,4,0.6
