,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,TEX5915,Đồ án tốt nghiệp kỹ sư,9(0-0-18-18),9,22.5,0.5
,EE4230E,Lý thuyết điều khiển tự động 2,3(3-1-0-6),3,4,0.7
,BF3703E,Sinh học tế bào,2(2-0-1-4),2,3.5,0.7
,ED3240,Biên soạn tài liệu khoa học kĩ thuật,3(2-2-0-4),3,4,0.7
,HE5160,Công nghệ xử lý phát thải khói,3(3-1-0-6),3,4,0.7
,IT3290,Thực hành cơ sở dữ liệu,2(0-4-0-4),2,4,0.6
,IT3292,Cơ sở dữ liệu,2(2-0-0-4),2,2,0.5
,ET4050E,Kỹ thuật Internet,3(2-1-1-6),3,4.5,0.7
,ET4310E,Thông tin sợi quang,3(3-0-1-6),3,4.5,0.7
,CH4037,Công nghệ chế biến dầu,4(4-1-0-8),4,5,0.7
,CH4031,Phụ gia sản phẩm dầu mỏ,2(2-1-0-4),2,3,0.7
,CH3912,Đồ án chuyên ngành CNCN,2(0-0-4-4),2,4,0.7
,NE5201,Che chắn bảo vệ an toàn bức xạ,3(1-3-1-6),3,5.5,0.7
,HE4309,Chỉnh định hệ thống điều khiển quá trình,2(2-0-1-4),2,3.5,0.7
,EV5115,Chuyên đề CNMT,2(2-0-0-4),2,2,0.7
,EV5216,Thực tập chuyên ngành (QLMT),2(0-0-4-8),2,4,0.5
,TEX5081,Chuyên đề bông phế,2(2-0-0-4),2,2,0.7
,EE5070,Chuyên đề NMĐ nguyên tử,2(2-0-0-4),2,2,0.7
,TE4575,CN chế tạo máy thuỷ khí,2(2-1-0-4),2,3,0.7
,MSE4368,CN và Thiết bị cán kéo,2(2-1-0-4),2,3,0.7
