,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,EE4508,Đồ án kỹ thuật vi xử lý,1(1-1-0-4),1,2,1
,EE4509,Cơ sở dữ liệu,2(2-0-0-4),2,2,0.75
,EE4510,Mạng máy tính,2(2-0-0-4),2,2,0.75
,EE4511,PLC và ứng dụng,3(3-1-0.3-6),3,4.5,0.7
,EE4513,Quản lý công nghiệp,2(2-1-0-4),2,3,0.75
,EE4515,Cấu trúc máy tính,2(2-1-0-4),2,3,0.75
,EE4516,Các hệ thống thời gian thực,2(2-0-0-4),2,2,0.75
,EE4517,Thiết kế mạch điện tử bằng máy tính,2(2-0-0-4),2,2,0.75
,EE4518,Thiết bị đo y sinh,2(2-0-0-4),2,2,0.75
,EE4520,Đo và kiểm tra môi trường,2(2-0-0-4),2,2,0.75
,EE4521,Điều khiển robot công nghiệp,2(2-0-0-4),2,2,0.75
,EE4522,Mẫu và kiểm tra mẫu,2(2-0-0-4),2,2,0.75
,EE4524,Đo và kiểm tra không phá hủy,2(2-0-0-4),2,2,0.5
,EE4525,Vi hệ thống,2(2-0-0-4),2,2,0.75
,EE4526,Lập trình C cho hệ thống nhúng,2(2-0-0-4),2,2,0.75
,EE4528,Đo lường nâng cao,2(2-1-0-4),2,3,0.75
,EE4529,CĐ3: Tin học công nghiệp,2(2-0-0-4),2,2,0.75
,EE5011,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.5
,EE5012,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.5
,FLE3101,English for Professional Purposes 2,4(3-2-0-8),4,5,0.5
