,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,MI4041,Xấp xỉ ngẫu nhiên,2(2-1-0-4),2,3,0.7
,MI4042,Lập trình mạng,2(2-1-0-4),2,3,0.7
,MI4043,Thực tập cơ sở,2.5(0-0-5-5),2.5,5,0.7
,MI4050,Chuỗi thời gian,3(3-1-0-6),3,4,0.5
,MI4053,Chuỗi thời gian,3(3-1-0-6),3,4,0.7
,MI4060,Hệ thống và mạng máy tính,3(2-1-1-6),3,4.5,0.5
,MI4061,Tăng cường tốc độ hội tụ,2(2-1-0-4),2,3,0.7
,MI4062,Lập trình 3D,2(2-1-0-4),2,3,0.7
,MI4063,Hệ thống và mạng máy tính,3(2-1-1-6),3,4.5,0.7
,MI4070,Cơ sở toán học của hệ mờ,2(2-1-0-4),2,3,0.7
,MI4071,Thống kê phi tham số,2(2-1-0-4),2,3,0.7
,MI4072,Lập trình mô phỏng,2(2-1-0-4),2,3,0.7
,MI4073,Cơ sở toán học của hệ mờ,3(3-1-0-6),3,4,0.7
,MI4080,Phương pháp sai phân,3(3-1-0-6),3,4,0.5
,MI4081,Quy hoạch lõm,2(2-1-0-4),2,3,0.7
,MI4082,Xây dựng bảo trì và quản trị mạng,2(2-1-0-4),2,3,0.7
,MI4083,Phương pháp sai phân,3(3-1-0-6),3,4,0.7
,MI4240,Tối ưu hóa tổ hợp,3(3-1-0-6),3,4,0.7
,MI4092,Kỹ thuật lập trình cho thiết bị ngoại vi,2(2-1-0-4),2,3,0.7
,MI4093,Lý thuyết nhận dạng,3(3-1-0-6),3,4,0.7
