,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,IT3420,Điện tử cho CNTT,2(2-1-0-4),2,3,0.5
,IT3931,Project II,2(0-0-4-8),2,4,0.5
,IT3932,Project II,3(0-0-6-12),3,6,0.7
,IT3940,Project III,3(0-0-6-12),3,6,0.5
,IT3942,Project III,3(0-0-6-12),3,6,0.7
,ME2102,Sức bền vật liệu,2(2-1-0-4),2,3,0.7
,ME2201,Đồ họa kỹ thuật II,2(2-1-0-4),2,3,0.7
,ME2202,Sức bền vật liệu II,2(2-0-1-4),2,3.5,0.7
,ME2203,Nguyên lý máy,2(2-0-1-4),2,3.5,0.6
,ME2211,Cơ học kỹ thuật II,3(2-2-0-6),3,4,0.7
,ME3031,Công nghệ chế tạo máy,3(3-0-1-6),3,4.5,0.7
,ME3101,Chi tiết máy,2(2-0-1-4),2,3.5,0.6
,ME3102,Nguyên lý gia công vật liệu,2(2-0-1-4),2,3.5,0.7
,ME3103,Dung sai lắp ghép và Kỹ thuật đo,3(3-0-1-6),3,4.5,0.7
,ME3104,Chế tạo phôi,2(2-0-1-4),2,3.5,0.7
,ME3108,Cơ học kỹ thuật II,2(2-1-0-4),2,3,0.7
,ME3201,Cơ sở Máy công cụ,2(2-0-1-4),2,3.5,0.7
,ME3202,Kỹ thuật điều khiển tự động,2(2-0-1-4),2,3.5,0.7
,ME3203,Công nghệ gia công áp lực,2(2-0-1-4),2,3.5,0.7
,ME3205,Công nghệ chế tạo máy,3(3-0-1-6),3,4.5,0.7
