,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,BFL3023,Kỹ năng nghe tiếng Anh III,3(2-2-0-6),3,4,0.6
,BFL3716,Ngữ pháp TA thực hành II,2(1-2-0-4),2,3,0.6
,BFL3055,Tiếng Anh kinh tế &KD I,3(2-2-0-6),3,4,0.5
,BFL3033,Kỹ năng đọc tiếng Anh III,3(2-2-0-6),3,4,0.6
,EE3649,Cơ sở điện tử công suất,3(3-0-1-6),3,4.5,0.7
,EE4226,Điều khiển logic và PLC,3(3-1-0-6),3,4,0.7
,EE2036,Tương thích điện từ,2(2-0-0-4),2,2,0.7
,EE4616,Cảm biến và đo lường thông minh,3(3-1-0-6),3,4,0.7
,FL3061,Nhập môn Tiếng Anh KHCN,2(2-1-0-4),2,3,0.5
,BFL3043,Kỹ năng viết tiếng Anh III (BTL),3(3-1-0-6),3,4,0.5
,BFL3250,Văn hóa xã hội Anh,2(2-1-0-4),2,3,0.7
,BFL3051,Tiếng Anh KT điện - điện tử I,3(2-2-0-6),3,4,0.5
,BFL4071,Dịch viết I,3(2-2-0-6),3,4,0.5
,BFL3054,Tiếng Anh Hóa- Môi trường,3(2-2-0-6),3,4,0.6
,BFL3052,TA CN thông tin & truyền thông I,3(2-2-0-6),3,4,0.6
,BFL3053,TA Cơ khí & Khoa học vật liệu I,3(2-2-0-6),3,4,0.6
,BFL4062,Dịch nói I,3(2-0-2-6),3,5,0.6
,BFL4072,Thực hành dịch viết II,2(2-1-0-4),2,3,0.5
,BFL5090,Thực tập tốt nghiệp,2(0-0-4-8),2,5,0.5
,BFL5091,ESP project,3(2-2-0-6),3,7.5,0.5
