,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,IT3043,Lập trình C (cơ bản),2(0-0-4-4),2,4,0.8
,IT3071,Hệ điều hành, ,2,2,0.7
,IT3081,Mạng máy tính, ,2,2,0.7
,IT3151,Lý thuyết thông tin, ,2,2,0.8
,IT3161,Đạo lý máy tính, ,2,2,0.7
,EM3211,Nguyên lý marketing,3(3-1-0-6),3,4,0.5
,MS3226,Đồ án II,3(0-0-6-6),3,6,0.6
,IT4430,Kỹ thuật phần mềm,2(2-1-0-4),2,3,0.7
,MI1047,Toán đại cương IV,2(2-0-0-4),2,2,0.7
,MI1147,Bài tập toán đại cương IV,1(0-2-0-4),1,2,0.7
,EE3072,Kỹ thuật điện tử số,3(3-1-0.75-6),3,5,0.75
,EE3282,Lý thuyết điều khiển tự động I,3(3-1-0.75-6),3,5,0.7
,EE3292,Lý thuyết điều khiển tự động II,3(3-1-0.75-6),3,5,0.7
,ET3040,Trường điện từ,4(4-2-0.5-10),4,7,0.7
,EM3000,Thực tập kỹ thuật,2.5(0-0-5-10),2.5,5,1
,EE2011,Kỹ thuật điện,3(3-1-0.5-6),3,5,0.7
,EV3210,Sinh thái học môi trường,3(3-1-0-6),3,4,0.6
,EV3100,Quá trình thủy lực trong CNMT,3(3-1-0.5-6),3,5,0.7
,EV3110,Quá trình truyền nhiệt trong CNMT,2(2-1-0-4),2,3,0.7
,EV3220,Các quá trình sản xuất cơ bản,3(3-1-0-6),3,4,0.7
