,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,ME4508Q,Giao diện người máy,2(2-1-0-4),2,3,0.7
,ME4509Q,Xử lý ảnh,2(2-0-1-4),2,3.5,0.7
,EE4829Q,Điều khiển nối mạng,2(2-1-0-4),2,3,0.5
,ME4992Q,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5
,TEX4056,Thiết kế phối màu hoa văn,3(2-2-0-4),3,4,0.6
,FL1132,Tiếng Anh cơ sở 2,4(2-4-0-8),0,6,0.5
,ME4258E,Thực tập kỹ thuật,2(0-0-6-4),2,4,0.7
,ME4992E,Đồ án tốt nghiệp Cử nhân,6(0-0-12-12),6,15,0.5
,ME2203E,Nguyên lý máy,2(2-0-1-4),2,3.5,0.6
,ME3072E,Kỹ thuật đo,2(2-0-1-4),2,3.5,0.7
,BF4991E,Đồ án tốt nghiệp Cử nhân,6(0-0-12-12),6,15,0.5
,TEX2001,Nhập môn kỹ thuật dệt may,2(2-0-1-4),2,3.5,0.5
,TEX3180,Cấu trúc sợi vải,3(3-1-0-6),3,4,0.6
,TEX3140,Tiếng Anh chuyên ngành dệt may,2(2-1-0-4),2,3,0.7
,TEX3161,"Thực hành sợi, vải",1(0-0-2-4),1,2,0.5
,TEX3143,Cơ sở xử lý hoá học sản phẩm dệt may,2(2-0-0-4),2,2,0.7
,TEX3131,Quản lý chất lượng dệt may,2(2-1-0-4),2,3,0.7
,TEX4581,Công nghệ kéo sợi xơ ngắn,2(2-0-1-4),2,3.5,0.7
,TEX4591,Công nghệ dệt kim cơ bản,2(2-0-1-4),2,3.5,0.7
,CH4780,An toàn trong nhà máy hóa chất,2(2-1-0-4),2,3,0.7
