,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,PH3090,Quang học kỹ thuật,3(2-1-1-6),3,4.5,0.7
,PH3100,Mô hình hoá,3(2-1-1-6),3,4.5,0.7
,PH3110,Vật lý chất rắn,3(3-0-0-6),3,3,0.7
,PH3120,Vật lý thống kê,3(3-0-0-6),3,3,0.7
,PH3130,Cơ sở vật lý hạt nhân,2(2-1-0-4),2,3,0.7
,PH3140,Tin học ghép nối,3(2-1-1-6),3,4.5,0.7
,PH3150,Thực tập nhận thức,3(0-0-6-12),3,6,1
,PH3160,Kỹ thuật vi xử lý,2(2-1-0.5-4),2,4,0.7
,PH3180,Cơ sở các phương pháp đo lường Vật lý,2(1-1-1-4),2,3.5,0.7
,PH3190,Vật lý và linh kiện bán dẫn,3(2-1-1-6),3,4.5,0.7
,PH3200,Quang ĐT và thông tin quang sợi,3(2-1-1-6),3,4.5,0.7
,PH3210,Kỹ thuật bức xạ điện từ,2(2-1-0-4),2,3,0.7
,PH3220,Vật lý bán dẫn,2(2-1-0.5-4),2,4,0.7
,PH3230,Kỹ thuật hạt nhân & vật lý môi trường,2(2-1-0.5-4),2,4,0.7
,PH3240,Năng lượng mới đại cương,3(3-0-0-6),3,3,0.7
,PH3250,Mạng máy tính,2(1-1-0.5-4),2,3,0.7
,PH3260,Tin học vật lý,2(2-1-0-4),2,3,0.7
,PH3270,Các phương pháp phân tích lý hoá,2(1-1-1-4),2,3.5,0.7
,PH3280,Vật lý siêu âm và ứng dụng,3(2-1-1-6),3,4.5,0.7
,PH3290,Vật lý và công nghệ nano,2(1-1-1-4),2,3.5,0.7
