,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,IT4561,Kỹ thuật truyền thông điện tử,3(3-1-0-6),3,4,0.7
,IT4601,Thiết bị truyền thông và mạng,3(2-1-1-6),3,4.5,0.7
,ME3171,Công nghệ chế tạo máy,3(3-0-0-6),3,3,0.7
,ME3300,Kỹ thuật lập trình trong cơ điện tử,3(2-2-0-6),3,4,0.7
,ME4099,Đồ án thiết kế cơ khí,3(0-0-6-6),3,6,0.7
,ME4721,Cơ học vật liệu chất dẻo và Composite,2(2-0-1-4),2,3.5,0.7
,MI3330,Các phương pháp tối ưu II,2(2-1-0-4),2,3,0.7
,MI3360,Thống kê toán học,2(2-1-0-4),2,3,0.5
,MI3370,Hệ điều hành,2(2-1-0-4),2,3,0.5
,MI3380,Đồ án I,3(0-0-6-6),3,6,0.5
,MI4312,Cơ sở toán học của hệ mờ,3(3-1-0-6),3,4,0.5
,MI4322,Lý thuyết thông tin và truyền số liệu,3(3-1-0-6),3,4,0.5
,MSE3012,Truyền nhiệt và chuyển khối,3(2-2-0-4),3,4,0.7
,MSE3014,Đồ án I,2(0-0-4-4),2,4,0.7
,MSE3015,Thí nghiệm I,2(0-0-4-4),2,6,0.7
,MSE3018,Đồ án II,2(0-0-4-4),2,4,0.7
,MSE3019,Thí nghiệm II,2(0-0-4-4),2,6,0.7
,MSE3022,Chuyển pha trong vật liệu,3(3-0-0-6),3,3,0.7
,MSE3111,Cơ sở mô hình hóa và mô phỏng số,3(2-2-0-6),3,4,0.7
,MSE3112,Quá trình đông đặc,3(3-0-0-6),3,3,0.7
