,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,BF4720,Công nghệ thực phẩm đại cương,3(3-1-0-6),3,4,1
,BF4730,Máy vận chuyển,2(2-1-0-6),2,3,0.8
,BF4740,Thiết bị truyền nhiệt chuyển khối,3(3-1-1-6),3,5.5,0.8
,BF4750,Kỹ thuật sấy nông sản thực phẩm,2(2-0-1-4),2,3.5,0.8
,BF4760,Máy lạnh và điều hòa không khí,3(3-1-1-6),3,5.5,0.8
,BF4770,Cơ sở tính toán máy và thiết bị,4(4-2-0-6),4,6,0.8
,BF4780,Cơ sở thiết kế máy tự động,2(2-1-0-6),2,3,0.8
,BF4790,Điều khiển các quá trình công nghệ,3(3-1-1-6),3,5.5,0.8
,BF4810,Công nghệ sinh học đại cương,2(2-1-0-4),2,3,0.8
,BF4830,Bơm quạt máy nén,3(3-1-1-6),3,5.5,0.8
,BF4840,Thí nghiệm chuyên đề và chuyên ngành,2(2-0-1-6),2,6,0.8
,MSE4815,Công nghệ cán hình,2(2-1-0-4),2,3,0.7
,BF4850,Ngoại ngữ chuyên ngành,3(3-2-0-6),3,5,0.8
,BF4860,Các phần tử và hệ thống tự động thủy khí,3(3-1-1-6),3,5.5,0.8
,BF4870,Mạng điều khiển quá trình công nghệ,3(3-1-1-6),3,5.5,0.8
,BF4880,Máy định lượng và bao gói sản phẩm,3(3-1-1-6),3,5.5,0.8
,BF4890,Trang thiết bị điện công nghiệp,3(3-1-1-6),3,5.5,0.8
,BF4900,Máy & thiết bị khuấy trộn,3(3-1-1-6),3,5.5,0.8
,BF4910,"Máy bóc vỏ, làm sạch và phân loại",3(3-1-1-6),3,5.5,0.8
,BF4930,Máy và thiết bị phân riêng,3(3-1-1-6),3,5.5,0.8
