,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,MS4210,Linh kiện MEMS,2(2-0-1-4),2,3.5,0.7
,MS4211,Điều khiển và Ghép nối thiết bị ngoại vi,2(2-0-1-4),2,3.5,0.7
,MS4212,Mô phỏng và tính toán trong linh kiện vi điện tử,2(2-1-0-4),2,3,0.6
,MS4213,Cảm biến và Thiết bị đo lường,2(2-0-1-4),2,3.5,0.7
,MS4215,Quang điện tử bán dẫn,2(2-0-1-4),2,3.5,0.6
,MS4216,Công nghệ hiển thị hình ảnh,2(2-0-1-4),2,3.5,0.7
,MS4217,Thiết bị logic khả trình,2(2-0-0-4),2,2,0.7
,IT5408,Tính toán hiệu năng cao,2(2-1-0-4),2,3,0.7
,IT5105,Đồ án chuyên ngành I,3(0-0-6-12),3,6,0.7
,IT5360,Kỹ thuật phần mềm cho hệ thống ứng dụng Trí tuệ nhân tạo,3(3-1-0-6),3,4,0.7
,IT5460,Hệ thống dựa trên tri thức,3(3-1-0-6),3,4,0.7
,IT5440,Nguyên lý và kỹ thuật phân tích chương trình,2(2-1-0-4),2,3,0.7
,IT5106,Đồ án chuyên ngành II,2(0-0-4-8),2,4,0.7
,IT5002,Thực tập kỹ sư,6(0-0-12-24),6,15,0.7
,CH4911,Đồ án thiết kế KTHH I,3(0-0-6-6),3,6,0.7
,CH4912,Đồ án thiết kế KTHH II,3(0-0-6-6),3,6,0.7
,CH5470,Quản trị dự án KTHH,2(2-1-0-4),2,3,0.7
,CH5373,Thiết bị nhà máy silicat I,2(2-1-0-4),2,3,0.7
,CH5374,Công nghệ gốm sứ II,2(2-0-0-4),2,2,0.7
,CH5318,Ăn mòn và bảo vệ kim loại trong công nghiệp hóa chất và dầu khí,2(2-1-0-4),2,3,0.7
