,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,MS4290,Thực tập kỹ thuật,2(0-0-4-8),2,4,0.6
,MS4291,Đồ án tốt nghiệp,6(0-0-12-18),6,15,0.5
,MS4292,Đồ án nghiên cứu,8(0-0-16-24),8,20,0.5
,HE4173,Nguồn năng lượng và công nghệ biến đổi,3(3-1-0-6),3,4,0.6
,EE4673,Kiểm toán năng lượng,3(2-2-0-6),3,4,0.7
,EM4125,Kinh tế tài nguyên và môi trường,3(2-2-0-6),3,4,0.6
,EM4603,Tài chính cho dự án năng lượng,3(3-1-0-6),3,4,0.5
,EM4602,Chính sách năng lượng II,3(1-0-2-6),3,4,0.6
,MS2401,Thí nghiệm màu,1(0-0-2-2),1,3,0.7
,MS2402,Vật liệu ngành in,3(3-1-0-6),3,4,0.6
,MS2403,Thí nghiệm Vật liệu,1(0-0-2-2),1,3,0.6
,MS3304,Hoá học chất tạo màng và sơn,2(2-1-0-4),2,3,0.7
,MS3305,Thí nghiệm chất tạo màng và sơn,1(0-0-2-2),1,3,0.7
,MS3306,Công nghệ sản xuất chất dẻo,2(2-1-0-4),2,3,0.7
,MS3307,Công nghệ keo dán,2(2-1-0-4),2,3,0.7
,MS3308,Thí nghiệm keo dán,1(0-0-2-2),1,3,0.7
,MS3309,Đồ án sản xuất vật liệu polyme,2(0-0-4-4),2,4,0.6
,MS3310,An toàn lao động trong sản xuất vật liệu polyme và compozit,2(2-0-0-4),2,2,0.7
,MS3311,Phương pháp phân tích tính chất polyme,2(2-1-0-4),2,3,0.7
,MS3312,Công nghệ vật liệu cao su,2(2-1-0-4),2,3,0.7
