,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,MI3131,Toán kinh tế,2(2-1-0-4),2,3,0.5
,ME2002,Nhập môn cơ điện tử,3(2-1-1-6),3,4.5,0.7
,ME3213,Kỹ thuật lập trình trong CĐT,3(2-2-0-6),3,4,0.7
,ME3215,Cơ sở máy CNC,3(3-0-1-6),3,4.5,0.7
,ET2100,Cấu trúc dữ liệu và giải thuật,2(2-1-0-4),2,3,0.7
,CH2005,Thực tập Nhập môn Kỹ thuật in và truyền thông,1(0-0-2-2),1,2,0.6
,CH2006,Đồ án nhập môn Kỹ thuật in,2(0-0-4-4),2,4,0.6
,FL0400,TOEIC 400,3(2-2-0-6),0,0,1
,FL0500,TOEIC 500,3(2-2-0-6),0,0,1
,BF3704,Miễn dịch học,2(2-0-0-4),2,2,0.7
,BF3705,Di truyền học và Sinh học phân tử,3(2-2-0-6),3,4,0.7
,ED2040,Kỹ thuật lập trình ứng dụng Python,2(2-1-0-4),2,3,0.7
,ED2050,Xã hội học giáo dục,3(3-1-0-6),3,4,0.7
,ED1020,Tin học đại cương và quản trị văn phòng,4(3-2-0-8),4,5,0.7
,ED1030,Khoa học dữ liệu căn bản trong giáo dục,2(2-1-0-4),2,3,0.7
,ED2060,Cơ sở chung về khoa học giáo dục,2(2-1-0-4),2,3,0.7
,ED1040,Nhập môn quản lý giáo dục,2(2-1-0-4),2,3,0.7
,ED2070,Giáo dục vì sự phát triển bền vững,2(2-0-0-4),2,2,0.7
,ED3540,Đồ án về Những xu hướng quản lý giáo dục hiện đại,2(0-0-4-4),2,4,0.7
,ED4190,Quản lý nguồn nhân lực trong giáo dục,2(2-1-0-4),2,3,0.7
