,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,BF4092,Hóa sinh thực phẩm,3(3-0-0-6),3,3,0.7
,TEX4302,Tin học ứng dụng trong sản xuất công nghiệp may,2(0-0-4-4),2,6,0.6
,TEX4311,Chuẩn bị dệt,2(2-0-1-4),2,3.5,0.7
,TEX4312,Cơ sở tạo mẫu trang phục,3(1-4-0-6),3,5,0.6
,TEX4322,Thiết kế dây chuyền may,2(2-0-0-4),2,2,0.6
,TEX4331,Công nghệ dệt kim I,3(3-0-1-6),3,4.5,0.7
,TEX4332,Thiết bị may công nghiệp,3(3-1-0-6),3,3,0.6
,TEX4341,Kỹ thuật dệt thoi,3(3-0-1-6),3,4.5,0.7
,TEX4342,Công nghệ gia công sản phẩm may,2(2-1-0-4),2,3,0.6
,TEX4351,Công nghệ dệt kim II,3(3-0-1-6),3,4.5,0.7
,TEX4352,Thực hành may cơ bản,3(0-0-6-6),3,9,0.5
,TEX4362,Công nghệ sản xuất sản phẩm may,2(2-0-0-4),2,2,0.6
,TEX4371,Công nghệ vải không dệt,2(2-0-1-4),2,3.5,0.7
,TEX4372,Thực hành may nâng cao,2(0-0-4-4),2,6,0.5
,TEX4382,Thiết kế trang phục,2(2-1-0-4),2,3,0.6
,TEX4911,Thực tập kỹ thuật,2(0-0-6-4),2,4,0.5
,TEX4912,Thực tập kỹ thuật,2(0-0-6-4),2,4,0.5
,TEX4921,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5
,TEX4922,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5
,CH3404,Quá trình và thiết bị CNHH,3(3-1-0-6),3,4,0.7
