,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,EE4275,Đo và giám sát môi trường,2(2-0-0-4),2,2,0.7
,EE4281,Hệ thống giám sát khí thải nhà máy nhiệt điện,2(2-0-0-4),2,2,0.7
,EV4217,Quản lý chất thải rắn,3(3-1-0-6),3,4,0.7
,EV4218,Quản lý chất thải nguy hại,2(2-1-0-4),2,3,0.7
,EV4536,Dụng cụ và hệ thống TĐH đo trong xử lý môi trường,2(2-1-0-4),2,3,0.7
,EV5116,Thực tập chuyên ngành (CNMT),2(0-0-4-8),2,4,0.5
,EV5118,Thí nghiệm xử lý chất thải I,2(0-0-4-4),2,6,0.7
,EV5119,Quản lý và vận hành hệ thống xử lý chất thải,2(2-0-0-4),2,2,0.7
,EV5126,Chuyên đề công nghệ môi trường,2(2-0-0-4),2,2,0.7
,EV5127,Nhiên liệu sinh học từ chất thải,2(2-1-0-4),2,3,0.7
,IT5xxx,Đồ án tốt nghiệp (KSTN CNTT K55),12(0-0-24-48),12,30,0.5
,MSE3215,Phương pháp xử lý và làm giàu quặng,3(3-0-0-6),3,3,0.7
,EE4400E,Đồ án thiết kế,3(0-0-6-12),3,6,0.7
,TEX5151,Công nghệ sản xuất sợi hóa học,2(2-0-0-4),2,2,0.7
,EE5020E,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5
,EE5010E,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5
,BF3199,Sinh học tế bào,2(2-0-1-4),2,3.5,0.7
,BF3119,Miễn dịch học,2(2-0-0-4),2,2,0.7
,BF5133,Kỹ thuật sinh học xử lý nước thải,2(1-2-0-4),2,3,0.7
,BF5681,Thực phẩm biến đổi gen,2(2-1-0-4),2,3,0.7
