,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,TEX4023,Hóa học thuốc nhuộm,3(2-0-2-6),3,5,0.6
,TEX4031,Công nghệ dệt kim I,3(3-0-0-6),3,3,0.75
,TEX4032,Thiết bị may công nghiệp,3(3-0-0-6),3,3,0.75
,TEX4033,Chất trợ hóa học,2(2-0-0-4),2,2,0.75
,TEX4041,Kỹ thuật dệt thoi,3(3-0-0-6),3,3,0.75
,TEX4042,Công nghệ sản xuất sản phẩm may,2(2-0-0-4),2,2,0.75
,TEX4043,Công nghệ tiền xử lý sản phẩm dệt,2(2-0-0-4),2,2,0.75
,TEX4051,Công nghệ dệt kim II,3(2-0-2-6),3,5,0.75
,TEX4053,Thiết bị in - nhuộm - hoàn tất,3(3-1-0-6),3,4,0.75
,TEX4061,Công nghệ kéo sợi 2,3(3-0-1-6),3,4.5,0.75
,TEX4062,Công nghệ may 2,2(1-2-0-4),2,3,0.75
,TEX4063,An toàn công nghiệp và môi trường,2(2-0-0-4),2,2,0.75
,TEX4071,Công nghệ không dệt,3(3-0-1-6),3,4.5,0.75
,TEX4072,Thực hành may 2,2(0-0-4-4),2,6,0.75
,TEX4073,Công nghệ nhuộm,4(4-0-0-8),4,4,0.75
,TEX4081,Cấu tạo và thiết kế vải dệt thoi,4(4-0-0.5-8),4,5,0.75
,TEX4082,Thực hành may 3,3(0-0-6-6),3,9,0.75
,TEX4083,Công nghệ in hoa sản phẩm dệt,2(2-0-1-4),2,3.5,0.75
,TEX4091,Kỹ thuật dệt không thoi,2(2-0-0-4),2,2,0.7
,TEX4092,Cơ sở thiết kế trang phục,2(2-0-0-4),2,2,0.75
