,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,CH5558,Sản xuất bột giấy hiệu suất cao,2(2-1-0-4),2,3,0.7
,CH5604,Thí nghiệm chuyên ngành,3(0-0-6-6),3,9,0.7
,CH5608,Sản xuất thuốc theo tiêu chuẩn GMP,2(2-0-0-4),2,2,0.7
,CH5652,Thiết bị phản ứng,3(3-1-0-6),3,4,0.7
,CH5653,Thiết kế thiết bị trao đổi nhiệt,2(2-1-0-4),2,3,0.7
,CH5657,Thiết kế lắp đặt các công trình hóa chất,2(2-1-0-4),2,3,0.7
,CH5703,Thí nghiệm chuyên ngành,3(0-0-6-6),3,9,0.7
,CH5800,Thực tập cuối khóa,3(0-0-6-6),3,7.5,0.5
,CH5804,Thực tập cuối khoá,3(0-0-6-6),3,7.5,0.5
,CH5809,Thực tập cuối khoá,3(0-0-6-6),3,7.5,0.5
,CH5910,Đồ án tốt nghiệp,9(0-0-18-18),9,22.5,0.5
,EE4264,Thiết bị điện nhiệt,2(2-1-0-4),2,3,0.7
,EE4336,Thiết kế hệ thống điều khiển điện tử công suất,2(2-1-0-4),2,3,0.5
,EE4440,Thiết kế hệ thống điều khiển,3(3-0-0-6),3,3,0.7
,EE4530,Thiết kế hệ thống TĐH,2(2-1-0-4),2,3,0.7
,EE4531,Thiết bị đo y sinh và môi trường,3(3-1-0-6),3,4,0.7
,EE4551,Thiết kế hệ thống nhúng,3(3-1-0-6),3,4,0.7
,EE5040,Phương pháp các phần tử hữu hạn,2(2-0-0-4),2,2,0.7
,EE5060,Sử dụng máy tính trong phân tích HTĐ,3(3-1-0-6),3,4,0.7
,EE5211,Thiết kế khí cụ điện,3(3-1-0-6),3,4,0.7
