,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,CH4243,Xử lí nước,2(2-1-0-4),2,3,0.7
,CH4244,Giản đồ pha,2(2-1-0-4),2,3,0.7
,CH4245,Công nghệ Nano,2(2-1-0-4),2,3,0.7
,CH4246,Hoá học chất rắn vô cơ,2(2-1-0-4),2,3,0.7
,CH4247,Thiết bị trong công nghệ các chất vô cơ,2(2-1-0-4),2,3,0.7
,CH4248,Động học và thiết bị phản ứng,2(2-1-0-4),2,3,0.7
,CH4249,Công nghệ xạ hiếm,2(2-1-0-4),2,3,0.7
,CH4250,Kỹ thuật tách và làm sạch,2(2-1-0-4),2,3,0.7
,CH4251,Công nghệ muối khoáng,2(2-1-0-4),2,3,0.7
,CH4252,Vật liệu vô cơ,3(3-1-0-6),3,4,0.7
,CH4253,Gốm kỹ thuật,2(2-1-0-4),2,3,0.7
,CH4254,Thực tập kỹ thuật,2(0-0-4-8),2,4,0.75
,CH4255,Tự động hoá trong CN các chất vô cơ,2(2-1-0-4),2,3,0.7
,CH4256,Ăn mòn và bảo vệ kim loại,2(2-1-0-4),2,3,0.7
,PH1110E,Basic Physics,3(2-1-1-6),3,4.5,0.7
,CH4257,Chế biến khoáng sản,2(2-1-0-4),2,3,0.7
,CH4258,Công nghệ phân bón,2(2-1-0-4),2,3,0.7
,CH4260,Công nghệ các chất Nitơ,3(3-1-0-4),3,4,0.7
,CH4262,Công nghệ axit,2(2-1-0-4),2,3,0.7
,CH4264,Công nghệ sôđa và các chất kiềm,2(2-1-0-4),2,3,0.7
