,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,CH5665,Cơ sở thiết kế thiết bị hóa chất,2(2-1-0-4),2,3,0.7
,HE2020,Technical Writing and Presentation,3(2-2-0-6),3,4,0.7
,HE4002,Đồ án thiết kế hệ thống sấy,2(0-0-4-4),2,4,0.7
,HE4003,Đồ án thiết kế hệ thống lạnh,2(0-0-4-4),2,4,0.7
,HE4034,Hệ thống điều khiển tự động nhà máy nhiệt điện,3(3-0-1-6),3,4.5,0.7
,HE4035,Hệ thống điều khiển quá trình nhiệt - lạnh,2(2-0-1-4),2,3.5,0.7
,HE4410,Hệ thống vận chuyển không khí và chất tải lạnh,3(2-1-1-4),3,4.5,0.7
,HE4412,Bơm nhiệt và ứng dụng của bơm nhiệt,3(3-1-0-6),3,4,0.7
,ME2021,Technical Writing and Presentation,3(2-2-0-6),3,4,0.7
,ME3252,Vật liệu chất dẻo và composite,2(2-0-0-4),2,2,0.7
,ME3260,Thiết kế dụng cụ cắt,3(3-0-1-6),3,4.5,0.7
,ME3266,Thiết bị gia công áp lực,3(3-0-1-6),3,4.5,0.7
,ME3267,Các quá trình hàn,2(2-0-1-4),2,3.5,0.7
,ME4038,Công nghệ các sản phẩm composite,2(2-0-0-4),2,2,0.7
,ME4039,Cơ học chất lỏng ứng dụng cho polymer,2(2-1-0-4),2,3,0.7
,ME4077,Công nghệ và thiết bị đùn chất dẻo,2(2-1-0-4),2,3,0.7
,ME4078,Công nghệ và thiết bị đúc phun chất dẻo,2(2-0-1-4),2,3.5,0.7
,ME4117,Đồ án Máy chính xác,2(0-0-4-4),2,4,0.7
,ME4128,Tính toán & thiết kế kết cấu hàn,3(3-1-0-6),3,4,0.7
,ME4129,Thiết bị hàn,2(2-0-1-4),2,3.5,0.7
