,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,ET4610Q,Điện tử công suất,3(3-0-1-6),3,4.5,0.7
,ET4900Q,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5
,ET5011Q,Thực tập cuối khóa,3(0-0-6-12),3,7.5,0.5
,ET5020Q,Đồ án thiết kế III,3(0-0-6-6),3,6,0.7
,ET5111Q,Đồ án tốt nghiệp kỹ sư,9(0-0-18-36),9,22.5,0.5
,FIN3331,Managerial Finance 1, ,3, ,0.7
,FIN3332,Managerial Finance 2, ,3, ,0.7
,HE2010Q,Kỹ thuật nhiệt,2(2-0-0-4),2,2,0.7
,IS3310,Introduction to Information System, ,3, ,0.7
,IT1110Q,Tin học đại cương,4(3-1-1-8),4,5.5,0.6
,IT2000Q,Nhập môn Công nghệ Thông tin và Truyền thông,3(2-0-2-6),3,5,0.5
,IT3010Q,Cấu trúc dữ liệu và giải thuật,3(3-1-0-6),3,4,0.7
,IT3020Q,Toán rời rạc,3(3-1-0-6),3,4,0.7
,IT3030Q,Kiến trúc máy tính,3(3-1-0-6),3,4,0.7
,IT3040Q,Kỹ thuật lập trình,2(2-1-0-4),2,3,0.7
,IT3042Q,Lập trình cấu trúc,2(2-1-0-6),2,3,0.7
,IT3050Q,Tiếng Anh chuyên ngành,2(2-1-0-4),2,3,0.7
,IT3070Q,Hệ điều hành,3(3-1-0-6),3,4,0.7
,IT3080Q,Mạng máy tính,3(3-1-0-6),3,4,0.7
,IT3090Q,Cơ sở dữ liệu,3(3-1-0-6),3,4,0.5
