,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,EE3173,Máy điện,3(3-1-0-6),3,4,0.7
,EE3186,Mạch từ và máy biến áp,2(2-1-0-4),2,3,0.75
,EE3196,Máy điện,3(2-1-1-4),3,4.5,0.75
,EE3209,Máy điện,2(2-1-0.4-4),2,3.5,0.75
,EE3229,Thiết bị điện,3(3-1-0.3-6),3,4.5,0.75
,EE3239,Thiết bị điện,2(1-1-0.3-2),2,2.5,0.75
,EE3241,Khí cụ điện,3(3-1-0.3-6),3,4.5,0.75
,EE3242,Khí cụ điện,2(2-0-1-4),2,3.5,0.75
,EE3243,Khí cụ điện,2(2-0-0.5-4),2,3,0.7
,EE3251,Cơ sở lý thuyết khí cụ điện,3(3-2-0.3-6),3,5.5,0.75
,EE3269,Khí cụ điện,3(3-1-0.3-6),3,4.5,0.75
,EE3279,Khí cụ điện,2(2-1-0.3-4),2,3.5,0.75
,EE3281,Lý thuyết điều khiển tự động I,2(2-1-0.5-4),2,4,0.75
,EE3283,Lý thuyết điều khiển tuyến tính,4(3-1-0.5-8),4,5,0.7
,EE3293,Lý thuyết điều khiển phi tuyến,4(3-1-0.5-8),4,5,0.7
,EE3349,Cơ sở điều khiển tự động,2(2-1-0.4-4),2,3.5,0.75
,EE3359,Lý thuyết điều khiển tự động,3(3-1-0-6),3,4,0.5
,EE3369,Cơ sở tự động hoá,2(2-1-0.5-4),2,4,0.75
,EE3389,Tự động hoá quá trình công nghệ,3(3-1-0.5-6),3,5,0.75
,EE3391,Vật liệu điện cao áp,4(4-1-0.4-8),4,5.5,0.75
