,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,EE4312,Robot,3(3-1-0-6),3,4,0.7
,EE4313,Tự động hoá quá trình sản xuất,2(2-1-0-6),2,3,0.75
,EE4315,Vi xử lý nâng cao,2(2-0-0-4),2,2,0.75
,EE4316,Mô hình hoá và mô phỏng,2(2-1-0-4),2,3,0.75
,EE4317,Thiết kế hệ thống tự động hoá,2(2-1-0-4),2,3,0.75
,EE4318,Điều khiển ghép nối máy tính,2(1-1-0-2),2,2,1
,EE4319,Điều khiển mờ và mạng nơron,2(2-0-0-4),2,2,0.75
,EE4320,Các phần mềm mô phỏng ứng dụng,2(2-0-0-4),2,2,0.75
,EE4321,Tiếng Anh chuyên ngành,2(2-0-0-4),2,2,0.75
,EE4322,Hệ điều khiển SCADA và DCS,2(2-0-0-4),2,2,0.75
,EE4323,Hệ thống tự động hóa nhà máy nhiệt điện,2(2-1-0-4),2,3,0.75
,EE4324,Tự động hoá nhà máy sản xuất thép,2(2-0-0-4),2,2,0.75
,EE4325,Hệ thống tự động hóa nhà máy xi măng,2(2-1-0-4),2,3,0.75
,EE4326,Điều khiển tối ưu và thích nghi,2(2-0-0-4),2,2,0.75
,EE4327,Hệ thống cơ điện tử,2(2-0-0-4),2,2,0.75
,EE4328,Điều khiển bền vững,2(2-1-0-4),2,3,0.75
,EE4402,Thiết bị điều chỉnh tự động công nghiệp,3(2-1-1-6),3,4.5,0.75
,EE4403,Lý thuyết điều khiển nâng cao I,3(3-1-0-6),3,4,0.75
,EE4404,Lý thuyết điều khiển tự động nâng cao II,3(3-1-0-6),3,4,0.7
,EE4405,Hệ thống điều khiển số,2(2-1-0.5-4),2,4,0.75
