,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,IT4080,Nhập môn công nghệ phần mềm,2(2-1-0-4),2,3,0.7
,IT4090,Xử lý ảnh,2(2-1-0-4),2,3,0.7
,IT4091,Xử lý ảnh,2(2-1-0-4),2,3,0.7
,IT4100,Đồ họa và hiện thực ảo,3(3-1-0-6),3,4,0.7
,IT4110,Tính toán khoa học,3(3-1-0-6),3,4,0.7
,IT4120,Các hệ cơ sở tri thức,2(2-1-0-4),2,3,0.7
,IT4130,Lập trình song song,2(2-1-0-4),2,3,0.7
,IT4150,Kỹ thuật mạng,2(2-1-0-4),2,3,0.6
,IT4160,Vi xử lý,3(3-1-0-6),3,4,0.6
,IT4170,Xử lý tín hiệu số,2(2-1-0-4),2,3,0.6
,IT4180,Chương trình dịch,2(2-1-0-4),2,3,0.6
,IT4200,Kỹ thuật ghép nối máy tính,3(3-1-0-6),3,4,0.6
,IT4210,Hệ nhúng,3(3-0-1-6),3,4.5,0.6
,IT4240,Quản trị dự án công nghệ thông tin,2(2-1-0-4),2,3,0.6
,IT4250,Thiết kế IC,2(2-1-0-4),2,3,0.6
,IT4260,An ninh mạng,2(2-1-0-4),2,3,0.7
,IT4270,Hệ thống máy tính công nghiệp,2(2-1-0-4),2,3,0.6
,IT4290,Xử lý tiếng nói,2(2-1-0-4),2,3,0.6
,IT4300,An toàn các hệ thống thông tin,2(2-1-0-4),2,3,0.7
,IT4310,Cơ sở dữ liệu nâng cao,3(3-1-0-6),3,4,0.7
