,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,ED3400,Môi trường học tập đa chiều,2(2-0-0-4),2,2,0.7
,ED4120,Giáo dục STEAM,2(2-0-1-4),2,3.5,0.7
,ED4130,Đồ án Môi trường học tập giàu công nghệ,2(0-0-4-4),2,4,0.7
,AC4010,Thực tại ảo,2(2-1-0-4),2,3,0.7
,AC4020,Thực tại tăng cường,2(2-1-0-4),2,3,0.7
,AC3030,Phát triển ứng dụng,2(2-1-0-4),2,3,0.7
,AC3040,Lập trình di động,2(2-1-0-4),2,3,0.7
,ED4140,Đồ án VR/AR,2(0-0-4-4),2,4,0.7
,ED3410,Lãnh đạo tổ chức đào tạo,2(2-0-0-4),2,2,0.7
,ED3420,Phát triển chương trình đào tạo cho doanh nghiệp,2(2-1-0-4),2,3,0.7
,ED4150,Đào tạo tại chỗ,2(1-2-0-4),2,3,0.7
,ED4160,Đồ án Trải nghiệm thực địa,2(0-0-4-4),2,4,0.7
,ED4170,Thực tập kỹ thuật,2(0-0-4-4),2,4,0.7
,ED4180,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5
,HE5061,Công nghệ hiệu quả năng lượng,3(3-1-0-6),3,4,0.7
,MSE4571,Đại cương vật liệu composit,2(2-0-0-4),2,2,0.7
,SSH1111,Triết học Mác - Lênin,3(2-1-0-6),3,3,0.5
,SSH1131,Chủ nghĩa xã hội khoa học,2(2-0-0-4),2,2,0.5
,SSH1141,Lịch sử Đảng cộng sản Việt Nam,2(2-0-0-4),2,2,0.5
,SSH1151,Tư tưởng Hồ Chí Minh,2(2-0-0-4),2,2,0.5
