,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,ET3560,Thực tập nâng cao,3(0-0-9-0),3,6,1
,MI1026,Giải tích II,4(3-2-0-8),4,5,0.5
,MI1034,Toán III,5(4-3-0-10),5,7,0.5
,MI1036,Đại số,4(3-2-0-8),4,5,0.5
,MI1046,Phương trình vi phân và chuỗi,3(2-2-0-6),3,4,0.5
,MI2013,Phương pháp tính,3(3-0-1-6),3,4.5,0.7
,MI2023,Xác suất thống kê,3(2-2-0-6),3,4,0.7
,MI2026,Xác suất thống kê,4(3-2-0-8),4,5,0.5
,MI2033,Xác suất nâng cao,2(2-1-0-4),2,3,0.7
,MI2044,Phương pháp tính,2(2-1-0-4),2,3,0.5
,MI3010,Toán rời rạc,3(3-1-0-6),3,4,0.5
,MI3014,Tối ưu hoá,2(2-0-0-4),2,2,0.5
,MI3015,Toán ứng dụng,2(2-1-0-4),2,3,0.7
,MI3020,Giải tích hàm,3(3-1-0-6),3,4,0.7
,MI3025,Logic học,2(2-1-0-4),2,3,0.7
,MI3030,Xác suất thống kê,4(3-2-0-8),4,5,0.5
,MI3034,Phép tính hình thức & ứng dụng,1(1-0-0-2),1,1,0.5
,MSE4418,Thực tập kỹ thuật,2(0-0-4-6),2,4,0.7
,EE4423,Thiết bị khí nén và thủy lực trong tự động hóa,3(3-1-0-6),3,4,0.75
,EE4422,Vi điều khiển và ứng dụng,3(2-1-1-6),3,4.5,0.75
