,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,IT3911,Đồ án I: Lập trình,3(0-0-6-6),3,6,0.7
,ME3061,Cơ sở thiết kế máy,4(4-0-1-8),4,5.5,0.6
,ME3071,Công nghệ chế tạo máy,3(3-0-1-6),3,4.5,0.7
,ME3081,Thiết kế hệ thống cơ điện tử,2(2-1-0-4),2,3,0.7
,ME4228,Đồ án thiết kế hệ thống CĐT,2(0-0-4-4),2,4,1
,ME4229,CAD/CAM/CNC,2(2-0-1-4),2,3.5,0.7
,TE3031,"Nhiên liệu, dầu mỡ và khí thải",3(3-1-0-6),3,4,0.7
,TE3230,Đồ án công nghệ kỹ thuật ô tô,2(0-2-2-4),2,4,1
,TE4011,Thí nghiệm động cơ đốt trong,3(3-0-1-6),3,9,0.7
,TE4021,"Sử dụng, sửa chữa ĐCĐT",3(3-0-1-6),3,4.5,0.7
,TE4201,"Điện, điện tử ô tô",3(3-0-1-6),3,4.5,0.7
,TE4211,Bảo dưỡng sửa chữa ô tô,3(3-0-1-6),3,4.5,0.6
,BF2011,Thí nghiệm hóa sinh thực phẩm,3(0-0-6-6),3,9,1
,BF2012,Vi sinh vật thực phẩm,2(2-0-0-4),2,2,0.7
,BF2013,Thí nghiệm vi sinh vật thực phẩm,3(0-0-6-6),3,9,0.7
,TE4001,Thực tập công nghiệp,12(0-0-24-24),12,24,0.5
,TE4221,Công nghệ khung vỏ ô tô,2(2-1-0-4),2,3,0.6
,TE4991,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5
,EE3811,Đồ án I,2(0-0-4-8),2,4,1
,EE3821,Đồ án II,2(0-0-4-8),2,4,1
