,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,FL3570,Kỹ năng giao tiếp cơ bản,2(2-0-0-4),2,2,0.6
,FL4051,TA Kỹ thuật điện,2(2-1-0-4),2,3,0.6
,FL4052,Tiếng Anh điện tử viễn thông,2(2-1-0-4),2,3,0.6
,FL4053,Tiếng Anh Tin học & CNTT,4(4-2-0-8),4,6,0.5
,FL4054,TA Cơ khí và luyện kim,3(2-2-0-6),3,4,0.5
,FL4055,Tiếng Anh Kinh tế và kinh doanh,4(4-1-0-8),4,5,0.5
,FL4056,Tiếng Anh KH Môi trường,4(4-1-0-8),4,5,0.6
,FL4063,Thực hành dịch nói II,2(2-1-0-4),2,3,0.8
,FL4064,Thực hành dịch nói III,3(3-2-0-6),3,5,0.5
,FL4065,Thực hành dịch nói IV,3(2-2-0-6),3,4,0.5
,FL4066,Thực hành dịch nói V,2(2-0-0-4),2,2,0.8
,FL4072,Thực hành dịch viết II,2(2-1-0-4),2,3,0.5
,FL4073,Thực hành dịch viết III,3(3-2-0-6),3,5,0.5
,FL4074,Thực hành dịch viết IV,3(2-2-0-6),3,4,0.5
,FL4075,Thực hành dịch viết V,2(2-0-0-4),2,2,0.8
,FL4080,Phương pháp giảng dạy tiếng Anh,4(3-1-0-8),4,4,0.5
,FL5010,Thực tập tốt nghiệp,4(0-0-8-16),4,10,1
,FL5110,Khóa luận tốt nghiệp,7(0-0-14-28),7,17.5,0.5
,FL5210,Lý thuyết tiếng tổng hợp,3(2-1-3-6),3,7.5,1
,HE4011,Cơ sở lý thuyết và thiết bị cháy,3(3-1-0.5-6),3,5,0.8
