,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,IT4570,Phát hiện lỗi và lỗ hổng bảo mật phần mềm,2(2-0-1-4),2,3.5,0.7
,IT4580,Kỹ thuật phần mềm an toàn,2(2-0-0-4),2,2,0.7
,IT4630,Phân tích mã độc,2(2-1-0-4),2,3,0.7
,IT4640,Thu thập và phân tích thông tin an ninh mạng,2(2-0-1-4),2,3.5,0.7
,IT4730,An toàn cơ sở dữ liệu,2(2-0-0-4),2,2,0.7
,IT4840,Chuyên đề An toàn an ninh hệ thống,2(2-0-0-4),2,2,0.7
,IT4910,Điện toán đám mây,2(2-1-0-4),2,3,0.7
,IT5260,Đồ án tốt nghiệp kỹ sư (ATTT),12(0-0-24-24),12,30,0.5
,TEX4074,Thực hành cắt may sản phẩm da giầy,3(0-0-6-6),3,9,0.5
,TEX4084,Công nghệ gò ráp đế và hoàn tất giầy,2(2-0-0-4),2,2,0.7
,FL1105,LIFE 1,3(2-2-0-6),0,4,0.6
,FL1106,LIFE 2,3(2-2-0-6),0,4,0.6
,FL1107,LIFE 3,3(2-2-0-6),0,4,0.6
,FL1108,LIFE 4,3(2-2-0-6),0,4,0.6
,CH4400,Điều khiển các quá trình công nghệ hóa học,3(3-0-1-6),3,4.5,0.7
,ED3250,Khoa học giao tiếp,3(2-2-0-4),3,4,0.7
,ME4258Q,Thực tập kỹ thuật,2(0-0-6-4),2,4,0.7
,ME2021Q,Technical Writing and Presentation,3(2-2-0-6),3,4,0.7
,IT4162Q,Vi xử lý,2(2-1-0-4),2,3,0.7
,ME4506Q,ĐA TKHTCK-CĐTTM,3(0-0-6-6),3,6,0.7
