,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,IT4859,Thiết kế và quản trị cơ sở dữ liệu,3(2-0-2-6),3,5,0.7
,IT4991,Thực tập kỹ thuật,2(0-0-4-4),2,4,0.5
,IT4995,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5
,ME3115,Phương pháp số trong cơ học,3(2-2-0-6),3,4,0.7
,ME3168,Robotics (BTL),3(3-1-0-6),3,4,0.6
,ME3330,Xử lý tín hiệu số và Kỹ thuật đo dao động,2(2-1-0-4),2,3,0.7
,ME3340,Vật liệu kỹ thuật đại cương,3(3-0-0-6),3,3,0.7
,NE4212,Cơ sở vật lý môi trường,3(3-0-0-6),3,3,0.5
,NE4213,Máy gia tốc và ứng dụng,3(3-0-0-6),3,3,0.7
,NE4214,Kỹ thuật phân tích hạt nhân,3(3-0-0-6),3,3,0.7
,NE4215,Kỹ thuật hạt nhân ứng dụng,2(2-0-0-4),2,2,0.7
,NE4902,Thực tập kỹ thuật II,1(0-0-2-2),1,2,1
,NE4903,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5
,PH2022,Đồ án môn học II,3(0-0-6-6),3,6,1
,PH3297,Vật liệu và công nghệ nano,3(2-2-0-6),3,4,0.7
,ME4068,Nhập môn vi cơ điện tử,2(2-1-0-4),2,3,0.7
,ME4088,Cơ sở máy CNC,2(2-0-1-4),2,3.5,0.7
,ME4095,Đồ án II: Đồ án mô phỏng số hệ cơ học,2(0-0-4-4),2,4,0.7
,ME4097,Đồ án Mô hình hóa và thiết kế kết cấu,2(0-0-4-4),2,4,0.7
,ME4098,Thiết kế nhà máy cơ khí,2(2-1-0-4),2,3,0.7
