,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,EM4340,Chuyên đề (BTL),3(0-0-3-6),3,4.5,0.5
,EM4420,Quản lý bảo trì công nghiệp,2(2-1-0-4),2,3,0.5
,EM4437,Định mức lao động,2(2-1-0-4),2,3,0.6
,ET2022,Technical Writing and Presentation,3(2-2-0-6),3,4,0.7
,EM4440,Chuyên đề (BTL),3(0-0-3-6),3,4.5,0.5
,EM4443,Quản lý dự trữ và kho hàng (BTL),3(2-2-0-6),3,4,0.5
,EM4445,Quản lý vận tải,2(2-1-0-4),2,3,0.5
,EM4446,Cải tiến năng suất (BTL),3(2-2-0-6),3,4,0.5
,EM4448,Kiểm soát chất lượng,2(2-1-0-4),2,3,0.5
,EM4457,Lập kế hoạch và điều độ sản xuất (BTL),3(2-2-0-6),3,4,0.5
,EM4520,Tín dụng NHTM,2(2-1-0-4),2,3,0.6
,EM4522,Quản trị tài chính (BTL),3(2-2-0-6),3,4,0.5
,EM4536,Kiểm toán cơ bản,3(3-1-0-6),3,4,0.5
,EM4540,Chuyên đề (BTL),3(0-0-3-6),3,4.5,0.5
,EM4541,Nghiệp vụ ngân hàng,2(2-1-0-4),2,3,0.5
,EM4628,Thị trường năng lượng,3(3-1-0-6),3,4,0.6
,EM4629,Quy hoạch phát triển năng lượng,3(3-1-0-6),3,4,0.6
,EM4632,Chính sách năng lượng,3(3-1-0-6),3,4,0.6
,EM4633,Phân tích và dự báo nhu cầu năng lượng (BTL),3(2-2-0-6),3,4,0.6
,EM4640,Chuyên đề (BTL),3(0-0-3-6),3,4.5,0.5
