,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,EV4321,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5
,FL3282,Văn học Anh-Mỹ,3(2-2-0-6),3,4,0.6
,FL4012,Dịch nói III TA KT Điện-Điện tử,4(3-0-2-8),4,6,0.5
,FL4013,Dịch viết III TA KT Điện-điện tử,4(3-2-0-8),4,5,0.5
,FL4022,Dịch nói III TA CNTT và TT,4(3-0-2-8),4,6,0.5
,FL4023,Dịch viết III TA CNTT và TT,4(3-2-0-8),4,5,0.5
,FL4032,Dịch nói III TA Cơ khí và KH VL,4(3-0-2-8),4,6,0.5
,FL4033,Dịch viết III TA CK và KHVL,4(3-2-0-8),4,5,0.5
,FL4042,Dịch nói III TA KT và KD,4(3-0-2-8),4,6,0.5
,FL4043,Dịch viết III TA KT và KD,4(3-2-0-8),4,5,0.5
,FL4082,Dịch nói III TA Hóa Môi trường,4(3-0-2-8),4,6,0.5
,FL4083,Dịch viết III TA Hóa Môi trường,4(3-2-0-8),4,5,0.5
,FL5080,Thực tập tốt nghiệp,3(0-0-6-12),3,7.5,1
,FL5081,Khóa luận tốt nghiệp,6(0-0-12-12),6,15,0.5
,BF4702,Độc tố học môi trường,2(2-0-0-4),2,2,0.7
,HE4000,Thực tập kỹ thuật,2(0-0-4-4),2,4,0.5
,HE4001,Đồ án thiết kế nhà máy nhiệt điện,2(0-0-4-4),2,4,0.7
,IT4079,Ngôn ngữ và phương pháp dịch,2(2-1-0-4),2,3,0.5
,IT4141,Các thuật toán cơ bản trong tính toán tiến hoá,3(3-1-0-6),3,4,0.7
,NE3061,An toàn bức xạ phóng xạ,2(2-1-0-4),2,3,0.7
