,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,CH4184,Hoá lý silicat 1,4(4-1-1-8),4,6.5,0.8
,CH4186,Khoáng vật học silicat,2(2-0-1-4),2,3.5,0.8
,CH4187,Thiết bị nhà máy silicat 2,2(2-1-0-4),2,3,0.8
,CH4188,Thiết bị nhà máy silicat 1,3(3-2-0-6),3,5,0.8
,CH4189,Hoá lý silicat 2,2(2-1-0.5-4),2,4,0.8
,CH4190,Lò silicat 1,3(3-2-0-6),3,5,0.8
,CH4191,Lò silicat 2,2(2-1-0.5-4),2,4,0.8
,CH4194,Thực tập kỹ thuật,2(0-0-4-8),2,4,0.75
,CH4196,Công nghệ vật liệu kết dính,2(2-1-0-4),2,3,0.7
,CH4198,Công nghệ gốm sứ,2(2-1-0-4),2,3,0.8
,CH4200,Công nghệ thuỷ tinh,2(2-1-0-4),2,3,0.8
,CH4201,Chuyên đề kỹ thuật 1,2(2-1-0-4),2,3,0.8
,CH4202,Công nghệ vật liệu chịu lửa,2(2-1-0-4),2,3,0.8
,CH4203,Chuyên đề kỹ thuật 2,2(2-1-0-4),2,3,0.8
,CH4204,Thí nghiệm chuyên ngành,4(2-0-8-12),4,12,0.8
,CH4205,Công nghệ gốm thuỷ tinh,2(2-1-0-4),2,3,0.8
,CH4206,Đồ án môn học chuyên ngành,2(1-2-0-4),2,4,0.75
,CH4240,Thực tập nhận thức,3(0-0-6-12),3,6,0.75
,CH4241,Điện hoá kỹ thuật,2(2-1-0-4),2,3,0.7
,CH4242,Nhiệt động kỹ thuật hóa học,2(2-1-0-4),2,3,0.7
