,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,EM2104,Quản trị doanh nghiệp,2(2-1-0-4),2,3,0.7
,EV5101,Thực tập tốt nghiệp (CNMT),3(0-0-6-6),3,7.5,0.5
,EV5111,Thiết kế hệ thống xử lý chất thải,3(3-1-0-6),3,4,0.7
,EV5112,Thí nghiệm xử lý chất thải,4(0-0-8-8),4,12,0.7
,EV5113,Quản lý và vận hành hệ thống xử lý chất thải,3(3-0-0-6),3,3,0.7
,EV5201,Thực tập tốt nghiệp (QLMT),3(0-0-6-6),3,7.5,0.5
,EV5211,Quy hoạch môi trường,2(2-1-0-4),2,3,0.6
,EV5213,Kiểm toán chất thải,2(2-1-0-4),2,3,0.7
,EV5214,Kinh tế môi trường,2(2-1-0-4),2,3,0.7
,EV5215,Tái chế chất thải,3(2-2-0-6),3,4,0.7
,EV5221,Quản lý môi trường đô thị,2(2-0-0-4),2,2,0.7
,EV5223,Quản lý chất lượng không khí,3(3-1-0-6),3,4,0.7
,EV5224,Quản lý chất lượng môi trường đất,3(3-1-0-6),3,4,0.7
,EV5225,Thông tin môi trường và GIS,2(2-1-0-4),2,3,0.6
,EV5226,Chuyên đề quản lý môi trường,2(2-0-0-4),2,2,0.7
,EV5228,Thông tin môi trường và GIS,2(2-1-0-4),2,3,0.7
,IT4785,Phát triển ứng dụng cho thiết bị di động,2(2-1-0-4),2,3,0.6
,IT4796,Phân tích và thiết kế hệ thống mạng,2(2-0-0-4),2,2,0.7
,IT4856,Quản trị dự án,2(2-1-0-4),2,3,0.7
,MI2120,Qui hoạch thực nghiệm,2(2-1-0-4),2,3,0.7
