,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,ME4113,Đảm bảo chất lượng SPCN,2(2-0-0-4),2,2,0.7
,ME4114,Phân tích kết cấu hàn,2(2-1-0-4),2,3,0.7
,ME4115,Thiết kế và chế tạo khuôn,3(3-1-0-6),3,4,0.7
,ME4116,Đồ án chuyên ngành chế tạo SP chất dẻo,1(0-2-0-2),1,2,1
,ME4120,Thí nghiệm ô tô,3(3-0-1-6),3,9,0.6
,ME4121,Máy nâng chuyển,2(2-1-0-4),2,3,0.7
,ME4122,Các phương pháp gia công tinh,2(2-1-0-4),2,3,0.6
,ME4123,Tin học ứng dụng trong MCX,2(2-1-0-4),2,3,0.7
,ME4124,Hàn đắp và phun phủ,2(2-1-0.5-4),2,4,0.6
,ME4125,CN dập tạo hình đặc biệt,2(2-1-0-4),2,3,0.7
,ME4126,Các thiết bị phụ trợ,2(2-2-0-4),2,4,0.7
,ME4130,Công nghệ khung vỏ ô tô,2(2-0-1-4),2,3.5,0.6
,ME4131,Cơ học phá hủy,2(2-1-0-4),2,3,0.7
,ME4132,Tổ chức sản xuất cơ khí,2(2-1-0-4),2,3,0.6
,ME4133,Thiết bị đo trong chế tạo cơ khí,3(3-1-1-6),3,5.5,0.6
,ME4134,Đồ án kết cấu hàn,2(0-0-4-4),2,2,1
,ME4135,TĐH quá trình dập tạo hình,2(2-1-0-4),2,3,0.7
,ME4136,Đồ án máy gia công chất dẻo,1(0-2-0-2),1,2,1
,ME4438,Đồ họa kỹ thuật III ( AutoCAD 3D và vẽ kỹ thuật nâng cao),2(2-1-0-4),2,3,0.7
,ME4140,Tin học ứng dụng trong TK ô tô,2(2-1-0-4),2,3,0.6
