,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,ET6550,Điện toán đám mây và điện toán biên,2(2-1-0-4),2,3,0.7
,NE4311,Quản trị dự án Kỹ thuật Hạt nhân,2(2-1-0-4),2,3,0.7
,TE4441,Truyền động thủy động,2(2-1-0-6),2,3,0.7
,TE5623,Hệ thống điều khiển cho phương tiện thủy,2(2-1-0-4),2,3,0.7
,TE5702,Đồ án chuyên ngành I,2(0-4-0-4),2,4,0.5
,TE4570,Công nghệ chế tạo Máy thủy khí,3(3-1-0-6),3,4,0.7
,TE5703,Đồ án thiết kế công nghệ chế tạo phương tiện thủy,3(0-6-0-6),3,6,0.5
,TE5522,Thủy lực số,3(3-1-0-4),3,4,0.7
,TE5491,Thiết kế máy thủy lực cánh dẫn,3(3-1-0-4),3,4,0.7
,TE5542,Phương pháp tính toán số trong máy thủy khí,3(3-1-0-4),3,4,0.7
,TE5523,Hệ thống điều khiển tích hợp điện-thủy khí,2(2-1-0-4),2,3,0.7
,TE5641,"Trang bị điện, điện tử tàu thủy",3(3-1-0-6),3,4,0.7
,TE5053,Trang bị máy tàu thuỷ,2(2-1-0-4),2,3,0.7
,TE5503,Thực tập kỹ sư,6(0-0-12-24),6,15,0.5
,TE5593,Đồ án kỹ sư,9(0-0-18-36),9,22.5,0.5
,TE5706,Thực tập kỹ sư,6(0-0-12-24),6,15,0.5
,TE6701,Đồ án kỹ sư,9(0-0-18-36),9,22.5,0.5
,ET6231,Lập trình song song,2(2-1-0-4),2,3,0.7
,ET6210,Các hệ thống thời gian thực,2(2-1-0-4),2,3,0.7
,ET6160,Các hệ thống phân tán,2(2-1-0-4),2,3,0.7
