,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,CH4369,Tính toán thiết kế các hệ chưng đẳng phí và chưng trích ly,2(2-1-0-4),2,3,0.7
,CH4380,Truyền nhiệt và chuyển khối trong hệ phức tạp,3(3-1-0-6),3,4,0.7
,CH4382,Các phương pháp và công nghệ xử lý phế thải công nghiệp,2(2-1-0-4),2,3,0.7
,CH4423,Điều khiển quá trình sản xuất Xenluloza & Giấy,2(1-1-0-4),2,2,0.7
,CH4433,Ứng dụng CN sinh học trong Công nghiệp Giấy,2(2-1-0-4),2,3,0.75
,CH4434,Bảo vệ môi trường trong Công nghiệp Bột giấy & Giấy,2(2-1-0-4),2,3,0.75
,CH4622,Thực tập nhận thức,2(0-0-4-8),2,4,0.75
,CH4684,Kiểm soát chất lượng in,3(2-2-0-6),3,4,0.75
,CH5002,Thực tập tốt nghiệp (CN vật liệu Polyme-compozit),2(0-0-4-8),2,5,0.5
,CH5004,Thực tập tốt nghiệp (CN vật liệu Silicat),2(0-0-4-8),2,5,0.5
,CH5005,Thực tập tốt nghiệp (CN các hợp chất vô cơ),2(0-0-4-8),2,5,0.5
,CH5007,Thực tập tốt nghiệp (Quá trình & Thiết bị CNHH),2(0-0-4-8),2,5,0.5
,CH5008,Thực tập tốt nghiệp (CN giấy & xenluloza),2(0-0-4-8),2,5,0.5
,CH5010,Thực tập tốt nghiệp (CN Hoá chất bảo vệ thực vật),2(0-0-4-8),2,5,0.5
,CH5011,Thực tập tốt nghiệp (Máy và thiết bị CN hoá chất),2(0-0-4-8),2,5,0.5
,CH5102,Đồ án tốt nghiệp (CN vật liệu Polyme-compozit),10(0-0-20-40),10,25,0.5
,CH5107,Đồ án tốt nghiệp (Quá trình & Thiết bị CNHH),10(0-0-20-40),10,25,0.5
,CH5110,Đồ án tốt nghiệp (CN Hoá chất bảo vệ thực vật),10(0-0-20-40),10,25,0.5
,CH5111,Đồ án tốt nghiệp (Máy và thiết bị CN hoá chất),10(0-0-20-40),10,25,0.5
,IT4140,Các thuật toán cơ bản trong tính toán tiến hoá,2(2-1-0-4),2,3,0.7
