,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,TE5005,Thực tập tốt nghiệp,3(0-0-6-6),3,7.5,0.5
,TE5030,"Thiết kế, tính toán ĐCĐT",4(4-1-0-8),4,5,0.7
,TE5040,Tăng áp động cơ,2(2-1-0-4),2,3,0.7
,TE5220,Thí nghiệm ô tô,2(2-0-1-4),2,6,0.7
,TE5620,Ổn định và điều khiển tàu thuỷ,2(2-1-0-4),2,3,0.7
,TEX5042,Thiết kế nhà máy may,3(2-2-0-6),3,4,0.7
,TEX5063,Phân tích hóa học vật liệu và sản phẩm dệt may,3(2-0-2-6),3,5,0.7
,TEX5072,Thiết kế trang phục chuyên dụng,2(2-1-0-4),2,3,0.7
,TEX5073,"Thiết kế nhà máy nhuộm-in, hoàn tất sản phẩm dệt",3(2-2-0-6),3,4,0.7
,TEX5082,Tạo mẫu trang phục,3(2-2-0-6),3,4,0.7
,TEX5102,Thiết kế phát triển sản phẩm may,2(2-1-0-4),2,3,0.7
,TEX5123,Phân tích hóa học sản phẩm dệt may,2(2-0-1-4),2,3.5,0.7
,TEX5131,Cắt may sản phẩm dệt kim,2(2-0-0-4),2,2,0.7
,TEX5141,Đo lường dệt,2(2-1-0-4),2,3,0.7
,BF5112,Kỹ thuật sinh học xử lý chất thải rắn,2(1-2-0-4),2,3,0.7
,BF5113,Kỹ thuật sinh học xử lý nước thải,3(3-1-0-6),3,4,0.7
,BF5320,Kiểm định nguồn gốc thực phẩm,2(2-0-1-4),2,3.5,0.7
,BF5570,"Máy vận chuyển, định lượng và bao gói sản phẩm",2(2-1-0-4),2,3,0.7
,CH5200,Nhiên liệu sạch,2(2-1-0-4),2,3,0.7
,CH5202,Nhiên liệu rắn,2(2-1-0-4),2,3,0.7
