,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,MI4230,Điều khiển tối ưu,2(2-1-0-4),2,3,0.7
,MI4250,Đồ họa máy tính,2(2-1-0-4),2,3,0.7
,MI5010,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.5
,MI5013,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.5
,MI5110,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5
,MI5113,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5
,PH1036,Vật lý đại cương III,4(2-2-1-8),4,5.5,0.6
,PH3302,Kỹ thuật phân tích cấu trúc II,2(2-1-0.5-4),2,4,0.7
,PH4010,Vật liệu bán dẫn,2(2-0-0-4),2,2,0.7
,PH4020,Kỹ thuật phân tích phổ,3(2-1-1-6),3,4.5,0.7
,PH4030,Thực tập kỹ thuật,3(0-0-6-12),3,6,1
,PH4040,Vật lý và kỹ thuật màng mỏng,3(2-1-1-6),3,4.5,0.7
,PH4050,Laser,2(2-1-0.5-4),2,4,0.7
,PH4060,Công nghệ vật liệu,2(2-0-0-4),2,2,0.7
,PH4070,Công nghệ vi điện tử,3(3-0-0-6),3,3,0.7
,PH4080,Từ học và vật liệu từ,3(2-1-1-6),3,4.5,0.7
,PH4090,Các cấu trúc nano,2(1-1-1-4),2,3.5,0.7
,PH4100,Công nghệ và linh kiện MEMS,3(2-1-1-6),3,4.5,0.7
,PH4110,Hóa lý chất rắn,2(2-0-0-4),2,2,0.7
,PH4120,Mô phỏng linh kiện và quá trình bán dẫn,2(2-0-0-4),2,2,0.7
