,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,TEX4463,Công nghệ và thiết bị tiền xử lý sản phẩm dệt,2(2-0-1-4),2,3.5,0.6
,TEX4464,Công nghệ cắt may sản phẩm da giầy,2(2-1-0-4),2,2,0.6
,TEX4471,Công nghệ không dệt,2(2-0-0-4),2,2,0.7
,TEX4473,Công nghệ và thiết bị nhuộm – in hoa sản phẩm dệt,3(3-1-0-6),3,4,0.7
,EM2132,Toán kinh tế II,2(2-1-0-4),2,3,0.6
,TEX4483,Phân tích sinh thái vật liệu dệt may,2(2-0-1-4),2,3.5,0.7
,TEX4484,Công nghệ gò ráp đế và hoàn tất giầy,2(2-1-0-4),2,2,0.6
,TEX4493,Công nghệ-thiết bị hoàn tất và kỹ thuật đo màu,3(3-1-0-6),3,4,0.7
,TEX4501,Kỹ thuật kéo sợi không cọc,2(2-0-0-4),2,2,0.7
,TEX4511,Thiết kế dây chuyền kéo sợi,2(2-0-0-4),2,2,0.7
,TEX4521,Thực hành sợi 1,2(0-0-4-4),2,6,0.5
,TEX4531,Công nghệ sản xuất vải dệt thoi,2(2-1-0-4),2,3,0.7
,TEX4541,Công nghệ sản xuất vải dệt kim,2(2-1-0-4),2,3,0.7
,TEX4551,Thực hành dệt 1,2(0-0-4-4),2,6,0.5
,TEX4561,Thiết kế dây chuyền dệt,2(2-0-0-4),2,2,0.7
,TEX4571,Công nghệ sản xuất sợi,2(2-1-0-4),2,3,0.7
,TEX4901,Thực tập kỹ thuật,2(0-0-6-4),2,4,0.7
,BF4705,Kỹ thuật lên men,3(2-2-0-6),3,4,0.7
,IT4593,Nhập môn kỹ thuật truyền thông,2(2-1-0-4),2,3,0.7
,IT4172,Xử lý tín hiệu,2(2-1-0-4),2,3,0.7
