,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,CH4084,Đồ án chuyên ngành,2(0-0-4-4),2,4,0.7
,CH4090,Hóa lý polyme cơ sở,2(2-0-0-4),2,2,0.7
,CH4092,Hóa học polyme cơ sở,3(3-0-1-6),3,4.5,0.7
,CH4094,Hóa học các chất tạo màng và sơn,2(2-0-0-4),2,2,0.7
,CH4096,Công nghệ cao su ,2(2-0-0-4),2,2,0.7
,CH4097,"KT gia công vật liệu chất dẻo, cao su",3(3-0-0-6),3,3,0.7
,CH4098,Công nghệ chất dẻo,2(2-0-0-4),2,2,0.7
,CH4099,KT gia công vật liệu polyme & composit,3(3-0-0-6),3,3,0.7
,CH4100,Công nghệ vật liệu polyme - compozit,2(2-0-0-4),2,2,0.7
,CH4101,Thiết bị gia công nhựa và cao su,3(3-0-0-6),3,3,0.7
,CH4146,Đồ án chuyên ngành,2(0-0-4-4),2,4,0.7
,CH4150,Điện hoá lý thuyết,4(3-1-1-8),4,5.5,0.7
,CH4152,Công nghệ mạ,3(2-1-1-6),3,4.5,0.7
,CH4154,Ăn mòn và bảo vệ kim loại,3(2-1-1-6),3,4.5,0.7
,CH4156,Điện phân thoát kim loại,2(2-1-0-4),2,3,0.7
,CH4158,Nguồn điện hoá học,3(2-1-1-6),3,4.5,0.7
,CH4207,TN CN vật liệu Ceramic,2(0-0-4-4),2,6,0.7
,CH4208,Đồ án chuyên ngành,2(0-0-4-4),2,4,0.7
,CH4210,Hoá lý silicat,4(4-1-0-8),4,5,0.7
,CH4212,Thiết bị công nghiệp Silicat,4(4-1-0-8),4,5,0.7
