,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,MI4101,Các phép biến đổi tích phân,2(2-1-0-4),2,3,0.7
,MI4102,Hệ thống thông tin định vị (GIS),2(2-1-0-4),2,3,0.7
,MI4103,Mô phỏng ngẫu nhiên và ứng dụng,3(3-1-0-6),3,4,0.7
,MI4110,Mô phỏng ngẫu nhiên và ứng dụng,3(3-1-0-6),3,4,0.7
,MI4111,Tính toán song song,2(2-1-0-4),2,3,0.7
,MI4113,Phương pháp phần tử hữu hạn,2(2-1-0-4),2,3,0.5
,MI4120,Thực tập chuyên ngành,2(0-0-4-4),2,4,0.7
,MI4121,Giải gần đúng các phương trình toán tử,2(2-1-0-4),2,3,0.7
,MI4112,An toàn máy tính,2(2-1-0-4),2,3,0.7
,MI4123,Thực tập chuyên ngành,2(0-0-4-4),2,4,0.7
,MI4130,Đồ án môn học chuyên ngành,1(0-1-0-4),1,2,0.5
,MI4140,Cơ sở dữ liệu nâng cao,3(3-1-0-6),3,4,0.7
,MI4150,Lý thuyết nhận dạng,3(3-1-0-6),3,4,0.7
,MI4160,Lập trình tính toán,3(2-2-0-6),3,4,0.5
,MI4170,Các mô hình ngẫu nhiên và ứng dụng,2(2-1-0-6),2,3,0.7
,MI4180,Các phép biến đổi số và ứng dụng,3(3-1-0-6),3,4,0.7
,MI4190,Logic thuật toán,3(3-1-0-6),3,4,0.7
,MI4200,Khai phá dữ liệu,3(3-1-0-6),3,4,0.7
,MI4210,Hệ hỗ trợ quyết định,3(3-1-0-6),3,4,0.5
,MI4220,Cơ sở trí tuệ nhân tạo và hệ chuyên gia,3(3-1-0-6),3,4,0.7
