,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,MI2001,Nhập môn HTTTQL,3(3-0-0-6),3,3,0.5
,MI3031,Suy luận thống kê,3(2-2-0-6),3,4,0.5
,MI4260,An toàn HTTT,3(3-1-0-6),3,4,0.5
,EM3109,Kinh tế học đại cương,4(3-2-0-8),4,5,0.6
,MI4202,Khai phá dữ liệu,3(3-1-0-6),3,4,0.7
,MI4212,Kho dữ liệu và kinh doanh thông minh,3(3-1-0-6),3,4,0.7
,EM4210,Khởi sự kinh doanh,3(2-2-0-6),3,4,0.5
,MI4402,Lập trình mobile,3(2-0-2-6),3,5,0.7
,MI4302,Hệ thống phân tán,3(2-0-2-6),3,5,0.7
,MI4412,Quản trị dự án CNTT,3(2-2-0-6),3,4,0.7
,MI4422,Quản trị quan hệ khách hàng,3(3-1-0-6),3,4,0.7
,MI4392,Công nghệ web và kinh doanh điện tử,3(2-0-2-6),3,5,0.5
,EM2210,Giao tiếp kinh doanh và thuyết trình,2(0-0-2-4),2,4,0.5
,EM3221,Kỹ năng viết báo cáo khoa học,2(1-2-0-4),2,3,0.7
,MI1111,Giải tích I,4(3-2-0-8),4,5,0.5
,MI1121,Giải tích II,3(2-2-0-6),3,4,0.5
,MI1131,Giải tích III,3(2-2-0-6),3,4,0.5
,MI1141,Đại số,4(3-2-0-8),4,5,0.5
,MI1112,Giải tích I,3(2-2-0-6),3,4,0.5
,MI1122,Giải tích II,3(2-2-0-6),3,4,0.5
