,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,ME4324,Hàn đắp và phun phủ,2(2-0-1-4),2,3.5,0.7
,ME4334,Công nghệ hàn nóng chảy II,3(3-0-1-6),3,4.5,0.7
,ME4374,Vật liệu hàn,2(2-0-1-4),2,3.5,0.7
,ME4384,Công nghệ và thiết bị hàn áp lực,3(3-0-1-6),3,4.5,0.7
,ME4452,Kỹ thuật ma sát (BTL),2(2-1-0-4),2,3,0.7
,ME4462,Ứng dụng CAD/CAM/CAE và CNC trong gia công (BTL),2(2-1-0-4),2,3,0.7
,ME4472,PP xử lý số liệu thực nghiệm (BTL),2(2-1-0-4),2,3,0.7
,ME4562,Đồ án thiết kế máy,2(0-0-4-4),2,4,0.7
,ME4972,Công nghệ bôi trơn,2(2-0-1-4),2,3.5,0.7
,MI5070,Xử lý tín hiệu số và ứng dụng,3(3-1-0-6),3,4,0.5
,MSE2030,Cơ sở vật liệu học,3(2-2-0-6),3,4,0.7
,MSE2100,Hóa lý luyện kim,2(2-0-0-6),2,2,0.7
,MSE4311,Vật liệu và công nghệ khuôn cát tiên tiến,3(2-0-2-6),3,5,0.7
,MSE4392,Xử lý số liệu & quy hoạch thực nghiệm,2(1-2-0-4),2,3,0.7
,MSE5612,Tinh luyện kim loại và hợp kim,2(2-0-0-4),2,2,0.7
,MSE5640,Thực tập tốt nghiệp,2(0-2-2-4),2,5,0.5
,MSE5816,Tự động hóa quá trình cán,2(2-0-0-4),2,2,0.7
,PH5000,Thực tập tốt nghiệp Kỹ sư,3(0-0-6-6),3,7.5,0.5
,PH5100,Đồ án tốt nghiệp kỹ sư,9(0-0-18-18),9,22.5,0.5
,TE4500,Tua bin nước II,2(2-1-0-4),2,3,0.7
