,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,TEX5932,Thực tập tốt nghiệp,3(0-0-9-6),3,7.5,0.5
,TEX5942,Thực tập tốt nghiệp,3(0-0-9-6),3,7.5,0.5
,EV2212,Các quá trình sản xuất cơ bản,2(2-1-0-4),2,3,0.7
,IT3102,Lý thuyết và ngôn ngữ hướng đối tượng,3(2-0-2-6),3,5,0.6
,IT3322,Xây dựng chương trình dịch,2(2-0-0-4),2,2,0.7
,IT4182,Thực hành xây dựng chương trình dịch,2(0-0-4-4),2,6,0.7
,IT3282,Kiến trúc máy tính,2(2-0-0-4),2,2,0.7
,IT3280,Thực hành kiến trúc máy tính,2(0-4-0-4),2,4,0.7
,MSE3024,Lò công nghiệp,3(2-2-0-4),3,4,0.7
,MSE3023,Chuyển khối và nhiệt,3(2-2-0-6),3,4,0.7
,ME4294,Ứng suất & biến dạng hàn,2(2-0-1-4),2,3.5,0.7
,ME4264,Công nghệ và thiết bị hàn vảy,2(2-0-1-4),2,3.5,0.7
,ME4183,Kết cấu hàn II,2(2-1-0-4),2,3,0.7
,ME4274,Robot hàn,2(2-0-1-4),2,3.5,0.7
,ME4944,Thiết kế xưởng hàn,2(2-1-0-4),2,3,0.7
,ME4335,TĐH quá trình dập tạo hình,3(3-1-0-6),3,4,0.7
,ME4245,Mô hình hóa và mô phỏng số quá trình biến dạng,2(2-1-0-4),2,3,0.7
,ME4714,Công nghệ hàn,2(2-0-1-4),2,3.5,0.7
,ME4421,CN gia công sản phẩm chất dẻo,2(2-0-1-4),2,3.5,0.7
,ME4373,Kỹ thuật laser,2(2-1-0-4),2,3,0.7
