,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,TEX5961,Đồ án kỹ sư,9(0-18-0-36),9,22.5,0.5
,TEX5933,Thực tập kỹ sư,3(0-0-6-12),3,7.5,0.5
,TEX5943,Đồ án kỹ sư,9(0-18-0-36),9,22.5,0.5
,TEX5934,Thực tập kỹ sư,3(0-0-6-12),3,7.5,0.5
,TEX5944,Đồ án kỹ sư,9(0-18-0-36),9,22.5,0.5
,CLE1311,Elementary English 1,0(3-1-0-8),0,0,1
,CLE1312,Elementary English 2,0(3-1-0-8),0,0,1
,CLE2311,Pre-Intermediate English 1,0(3-1-0-8),0,0,1
,CLE2312,Pre-Intermediate English 2,0(3-1-0-8),0,0,1
,CLE3401,Intermediate English 1,0(4-0-0-8),0,0,1
,CLE3402,Intermediate English 2,0(4-0-0-8),0,0,1
,CLE4401,IELTS Preparation 1,0(4-0-0-8),0,0,1
,PH4330,Hệ quang học và thiết kế hệ quang,3(2-1-1-6),3,4.5,0.7
,PH3201,Quang điện tử và thông tin quang sợi,3(2-1-1-6),3,4.5,0.7
,PH4691,Hiển thị màn hình phẳng,2(2-0-0-4),2,2,0.7
,PH4340,Linh kiện quang điện tử và ứng dụng,2(2-0-1-4),2,3.5,0.7
,PH4121,Mô phỏng linh kiện và công nghệ bán dẫn,3(2-1-1-6),3,4.5,0.7
,PH4350,Robot và điều khiển,3(2-1-1-6),3,4.5,0.7
,PH4360,Tín hiệu và hệ thống,2(2-0-0-4),2,2,0.7
,PH4041,Vật lý và kỹ thuật màng mỏng,3(2-1-1-6),3,4.5,0.7
