,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,EM4641,Mô hình tài chính cho các dự án năng lượng,3(3-1-0-6),3,4,0.6
,EM4642,"Năng lượng tái tạo: Công nghệ, thị trường và chính sách phát triển",3(3-1-0-6),3,4,0.7
,EM4643,Quản lý sử dụng năng lượng trong doanh nghiệp,3(3-1-0-6),3,4,0.6
,EM4710,Kế toán máy,2(2-1-0-4),2,3,0.5
,EM4711,Quản trị kinh doanh NHTM (BTL),3(2-2-0-6),3,4,0.5
,EM4724,Kế toán tài chính 2,2(2-1-0-4),2,3,0.5
,EM4727,Kiểm toán hoạt động,2(2-1-0-4),2,3,0.5
,EM4728,Kiểm soát nội bộ,2(2-1-0-4),2,3,0.5
,EM4729,Kiểm toán tài chính,3(3-1-0-6),3,4,0.5
,EM4735,Tổ chức công tác kế toán (BTL),3(2-2-0-6),3,4,0.5
,EM4740,Chuyên đề (BTL),3(0-0-3-6),3,4.5,0.5
,IT4162,Vi xử lý,2(2-1-0-4),2,3,0.7
,ME4501,PLC và mạng công nghiệp,2(2-0-1-4),2,3.5,0.7
,ME4503,ĐA TKHT Cơ khí-SXTĐ,3(0-0-6-6),3,6,0.7
,ME4504,ĐA TKHT Cơ khí-TBTĐ,3(0-0-6-6),3,6,0.7
,ME4505,ĐA TKHTCK-Robot,3(0-0-6-6),3,6,0.7
,ME4506,ĐA TKHTCK-CĐTTM,3(0-0-6-6),3,6,0.7
,ME4507,Robot công nghiệp,2(2-0-1-4),2,3.5,0.7
,ME4508,Giao diện người máy,2(2-1-0-4),2,3,0.7
,ME4509,Xử lý ảnh,2(2-0-1-4),2,3.5,0.7
