,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,HE5902,Đồ án tốt nghiệp kỹ sư Kỹ thuật năng lượng,12(0-0-24-24),12,30,0.5
,HE5904,Đồ án tốt nghiệp kỹ sư Máy & Thiết bị nhiệt lạnh,12(0-0-24-24),12,30,0.5
,IT4711,Đồ án môn học chuyên ngành TTM,2(0-0-4-8),2,4,0.7
,IT4797,Đồ án hệ nhúng,3(0-0-6-6),3,6,0.7
,IT5210,Đồ án tốt nghiệp kỹ sư (KHMT),12(0-0-24-24),12,30,0.5
,IT5220,Đồ án tốt nghiệp kỹ sư (KTMT),12(0-0-24-24),12,30,0.5
,IT5230,Đồ án tốt nghiệp kỹ sư (HTTT),12(0-0-24-24),12,30,0.5
,IT5240,Đồ án tốt nghiệp kỹ sư (KTPM),12(0-0-24-24),12,30,0.5
,IT5250,Đồ án tốt nghiệp kỹ sư (TTM),12(0-0-24-24),12,30,0.5
,ME5111,Đồ án tốt nghiệp kỹ sư,9(0-0-18-18),9,22.5,0.5
,ME5112,Đồ án tốt nghiệp kỹ sư Cơ học kỹ thuật,9(0-0-18-18),9,22.5,0.5
,ME5113,Đồ án tốt nghiệp kỹ sư (CKCX&QH),12(0-0-24-24),12,30,0.5
,ME5114,Đồ án tốt nghiệp kỹ sư (KH&CNCD..),12(0-0-24-24),12,30,0.5
,MI5050,Đồ án III,3(0-0-6-6),3,6,0.5
,MI5900,Đồ án tốt nghiệp kỹ sư,12(0-0-24-48),12,30,0.5
,MSE3330,Đồ án thiết kế công nghệ đúc,2(1-2-0-4),2,4,0.7
,MSE3430,Đồ án công nghệ & thiết bị cán,2(1-2-0-6),2,4,0.7
,MSE4211,Công nghệ và thiết bị luyện kim loại màu,3(3-0-0-6),3,3,0.7
,MSE4212,"Công nghệ và thiết bị luyện kim loại quý, hiếm",3(3-1-0-6),3,4,0.7
,MSE4213,Công nghệ và thiết bị luyện gang,3(3-0-0-6),3,3,0.7
