,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,ME4241,Đàn hồi ứng dụng,2(2-0-0-4),2,2,0.7
,ME4242,Công nghệ tạo hình dụng cụ,2(2-1-0-4),2,3,0.7
,ME4244,Công nghệ hàn,2(2-0-1-4),2,3.5,0.7
,ME4250,Đồ án môn học ĐCĐT,1(0-2-0-2),1,2,1
,ME4252,Thiết kế nhà máy cơ khí,2(2-1-0-4),2,3,0.6
,ME4260,"Sử dụng, sửa chữa ĐCĐT",3(3-1-1-6),3,5.5,0.6
,ME4261,Chẩn đoán kỹ thuật,1(1-0-0-2),1,1,0.7
,ME4270,Trang bị động lực,3(3-1-0-6),3,4,0.7
,ME4272,Phương pháp xử lý số liệu thực nghiệm,2(2-0-0-4),2,2,0.6
,ME4280,Chuyên đề ĐCĐT,2(2-1-0-4),2,3,0.7
,ME4281,Tính toán thiết kế robot,2(2-1-0-4),2,3,0.7
,ME4290,Thí nghiệm động cơ đốt trong,3(3-0-1-6),3,9,0.6
,ME4292,Ứng dụng điện tử số trong cơ khí,2(2-1-0-4),2,3,0.7
,ME4300,Hệ thống điện và điện tử trên ô tô,3(3-0-1-6),3,4.5,0.6
,ME4301,Tối ưu hóa ứng dụng (BTL),2(2-1-0-4),2,3,0.6
,ME4310,Toán chuyên đề,2(1-1-0-4),2,2,0.7
,IT1108,Nhập môn lập trình,4(3-0-2-8),4,6,0.5
,ME4311,CAD/CAM và CNC,2(2-1-0-4),2,3,0.7
,ME4320,Cơ sở kỹ thuật hàng không,2(2-1-0-4),2,3,0.7
,ME4321,Công nghệ gia công SPCD,2(2-1-0-4),2,3,0.7
