,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,JP1110,Tiếng Nhật 1,5(0-10-0-10),0,10,0.7
,JP2110,Tiếng Nhật 4,2(0-4-0-4),2,4,0.7
,JP2120,Tiếng Nhật 5,5(0-10-0-10),5,10,0.7
,JP2130,Tiếng Nhật 6,5(0-10-0-10),5,10,0.7
,CH3307,Hóa phân tích,3(2-1-1-6),3,4.5,0.7
,FLE1101,Language Communication Skills 1,4(2-2-0-8),4,4,0.6
,FLE1102,Dealing with Texts 1,4(2-2-2-8),4,7,0.6
,FLE1103,Learning to learn 1,4(2-2-0-8),4,4,0.5
,BF3023,Nhập môn KT Thực phẩm,2(2-0-1-4),2,3.5,0.7
,BF3122,Đồ án chuyên ngành,2(0-4-0-4),2,4,0.5
,BF3124,Hệ thống quản lý chất lượng trong CNSH,2(2-1-0-4),2,3,0.7
,BF4151,Kỹ thuật sinh học xử lý chất thải,3(3-1-0-6),3,4,0.7
,BF4152,Công nghệ vi sinh vật,3(3-0-0-6),3,3,0.7
,EE3490E,Kỹ thuật lập trình,3(2-2-0-6),3,4,0.7
,EE3009E,Hệ thống truyền thông công nghiệp,2(2-0-1-4),2,3.5,0.7
,EE3280E,Lý thuyết điều khiển tự động I,3(3-1-0-6),3,4,0.5
,ET3240E,Thiết kế mạch tương tự II,4(3-1-1-8),4,5.5,0.7
,ET3250E,Cơ sở hệ thống truyền thông,3(3-1-0-6),3,4,0.7
,FL1022,Kỹ năng tổng hợp I,2(2-2-0-4),2,4,0.6
,BF3033,Các phương pháp phân tích và kiểm tra chất lượng thực phẩm,4(3-0-2-8),4,6,0.7
