,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,ME4501Q,PLC và mạng công nghiệp,2(2-0-1-4),2,3.5,0.7
,ME4602Q,Thực tập xưởng TBTĐ,2(0-0-4-4),2,4,0.7
,ME4504Q,ĐA TKHT Cơ khí-TBTĐ,3(0-0-6-6),3,6,0.7
,ME4507Q,Robot công nghiệp,2(2-0-1-4),2,3.5,0.7
,ME4603Q,Thực tập xưởng Robot,2(0-0-4-4),2,4,0.7
,ME4512Q,Robot tự hành,2(2-1-0-4),2,3,0.7
,TEX5253,Kiểm soát chất lượng sản phẩm nhuộm và hoàn tất,2(2-1-0-4),2,3,0.7
,TEX4465,Thiết kế mỹ thuật trang phục,2(1-2-0-4),2,3,0.6
,TEX4475,Tin học ứng dụng trong thiết kế mỹ thuật trang phục,2(1-2-0-4),2,3,0.6
,TEX4485,Thiết kế bộ sưu tập thời trang,3(2-2-0-6),3,4,0.6
,TEX5182,Tổ chức lao động khoa học trong công nghiệp may,2(2-1-0-4),2,3,0.7
,TEX5332,Công nghệ sản phẩm may từ vật liệu đặc biệt,2(2-1-0-4),2,3,0.7
,TEX5352,Thiết kế và phát triển sản phẩm may,3(2-2-0-6),3,4,0.6
,TEX5232,Merchandising trong sản xuất công nghiệp may,2(2-1-0-4),2,3,0.7
,TEX5303,Đồ án thiết kế nhà máy nhuộm in hoa và hoàn tất sản phẩm dệt,3(0-0-6-12),3,6,0.5
,TEX5313,Công nghệ xử lý hoàn tất sản phẩm may,2(2-0-1-4),2,3.5,0.7
,TEX5323,Vật liệu dệt chức năng,2(2-0-0-4),2,2,0.7
,TEX5085,Phát triển sản phẩm thời trang,2(1-2-0-4),2,3,0.6
,FL1134,Tiếng Anh cơ sở 4,4(2-4-0-8),0,6,0.5
,TEX5343,Ứng dụng công nghệ thông tin và tự động hóa trong in nhuộm,2(2-1-0-4),2,3,0.6
