,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,FL1111,Tiếng Anh 5,2(0-2-2-4),0,5,0.7
,TEX4525,Thiết kế sản phẩm da giầy,3(2-2-0-6),3,4,0.5
,EE3020E,Mạch tuyến tính II,3(3-1-0-6),3,4,0.7
,EE3023E,Thí nghiệm mạch tuyến tính I,1(0-0-2-2),1,3,0.7
,EE3500E,Hệ thống điều khiển công nghiệp,2(2-0-1-4),2,3.5,0.7
,EE2000E,Tín hiệu và hệ thống,4(3-1-1-6),4,5.5,0.7
,EE3010E,Mạch tuyến tính I,3(3-1-0-6),3,4,0.7
,ET4280E,Thông tin số II,3(3-0-1-6),3,4.5,0.7
,EE4122E,Phân tích Hệ thống điện,2(2-0-0-4),2,2,0.7
,CH3452E,Mô phỏng và khái niệm thiết kế,3(3-1-0-6),3,4,0.7
,CH4827E,Hóa hợp chất thiên nhiên,3(3-0-0-6),3,3,0.7
,CH4516E,Seminar,3(2-2-0-6),3,4,0.7
,CH4517E,Tương quan giữa cấu trúc và hoạt tính,3(3-1-0-6),3,4,0.7
,CH5606E,Kỹ thuật tách và tinh chế,2(2-1-0-4),2,3,0.7
,CH4492E,Hoá dược I,2(2-1-0-4),2,3,0.7
,CH4484E,Tổng hợp hóa dược nâng cao,3(3-1-0-6),3,4,0.7
,CH4496E,Hoá dược II,2(2-1-0-4),2,3,0.7
,CH4500E,Thí nghiệm hóa dược I,2(0-0-4-4),2,6,0.7
,CH4502E,Đồ án nghiên cứu,2(0-0-4-4),2,4,0.7
,CH3853E,Nghiên cứu và phát triển thuốc,2(2-1-0-4),2,3,0.7
