,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,CH3203,Hóa Hữu cơ II,2(2-1-0-4),2,3,0.7
,CH3208,Cơ sở hóa học hương liệu,2(2-1-0-4),2,3,0.7
,CH3546,Cơ khí ứng dụng trong kỹ thuật hóa học,3(3-1-0-6),3,4,0.7
,CH3612,Lý thuyết phục chế màu,3(3-1-0-6),3,4,0.6
,CH3613,Thí nghiệm màu,1(0-0-2-2),1,3,0.7
,CH3631,Vật liệu ngành in,3(3-1-0-6),3,4,0.6
,CH3632,Thí nghiệm Vật liệu,1(0-0-2-2),1,3,0.6
,CH3641,Kỹ thuật chế bản điện tử,2(2-1-0-6),2,3,0.6
,CH3642,TN chế bản điện tử,1(0-0-2-2),1,3,0.7
,CH3650,Thiết kế xuất bản phẩm,2(1-2-0-4),2,3,0.6
,CH3651,Thiết kế bao bì,2(1-2-0-4),2,3,0.7
,CH3903,Đồ án nghiên cứu,2(0-0-4-4),2,4,0.5
,CH4720,Kỹ thuật chế khuôn in,2(2-1-0-4),2,3,0.6
,CH4721,Thí nghiệm chế khuôn,1(0-0-2-2),1,3,0.7
,CH4722,Thí nghiệm in số,1(0-0-2-2),1,3,0.7
,CH4727,Thiết bị và dụng cụ đo,2(2-1-0-4),2,3,0.7
,CH4749,Thí nghiệm in offset,1(0-0-2-2),1,3,0.7
,CH4751,Kỹ thuật in flexo và in lõm,3(3-1-0-6),3,4,0.6
,EE2022,Lý thuyết mạch điện II,3(2-1-1-6),3,4.5,0.7
,EE2090,Kỹ thuật Điện và Điều khiển quá trình,2(2-0-1-4),2,3.5,0.6
