,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,ME3060Q,Nguyên lý máy,3(3-0-1-6),3,4.5,0.6
,ME3070Q,Kỹ thuật đo,3(3-0-1-6),3,4.5,0.7
,ME3081Q,Thiết kế hệ thống CĐT,3(2-1-1-6),3,4.5,0.7
,ME3090Q,Chi tiết máy,3(3-0-1-6),3,4.5,0.7
,ME3110Q,Vật liệu chất dẻo và composite,2(2-0-1-4),2,3.5,0.7
,ME3130Q,Đồ án chi tiết máy,2(0-0-4-4),2,4,0.7
,ME3140Q,Kỹ thuật an toàn và môi trường,2(2-1-0-4),2,3,0.7
,ME3168Q,Robotics,3(3-1-0-6),3,4,0.6
,ME3170Q,Công nghệ chế tạo máy,4(4-0-1-8),4,5.5,0.7
,ME3300Q,Kỹ thuật lập trình trong cơ điện tử,3(2-2-0-6),3,4,0.7
,ME3811Q,Thực tập xưởng trên máy CNC,2(0-0-4-4),2,4,0.7
,ME4022Q,Chế tạo phôi,2(2-0-1-4),2,3.5,0.7
,ME4031Q,Dao động kỹ thuật,2(2-1-0-4),2,3,0.7
,ME4032Q,Đồ gá,2(2-1-0-4),2,3,0.6
,ME4041Q,Sức bền vật liệu 2,2(2-1-0-4),2,3,0.7
,ET4546,Hệ thống thông tin y tế,3(2-1-1-6),3,4.5,0.7
,ET4566,Xử lý ảnh,3(2-1-1-6),3,4.5,0.7
,ET5010E,Thiết kế vi mạch số,3(3-1-0-6),3,4,0.7
,ET5028,Thiết kế KTYS 5,1(0-2-0-2),1,2,0.7
,ET5310E,Thiết kế khuếch đại thuật toán,3(3-1-0-6),3,4,0.7
