,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,TE4582,Thiết kế và mô phỏng máy thủy khí trên máy tính,2(2-1-0-4),2,3,0.7
,TE5981,Đồ án kỹ sư (Ô tô 1),9(0-0-18-36),9,22.5,0.5
,TE5982,Đồ án kỹ sư (Ô tô 2),9(0-0-18-36),9,22.5,0.5
,TE5983,Đồ án kỹ sư (MTK),9(0-0-18-36),9,22.5,0.5
,TE4612,Sức bền tàu thủy,2(2-1-0-4),2,3,0.7
,TE4614,Hệ thống điều khiển chuyển động tàu thủy và phương tiện nổi,2(2-1-0-4),2,3,0.7
,TE4616,Thiết bị đẩy tàu thủy,2(2-1-0-4),2,3,0.7
,TE5618,Thiết kế tàu thông dụng,2(2-1-0-4),2,3,0.7
,TE5753,Kỹ thuật mô phỏng số trong Kỹ thuật tàu thủy,3(3-1-0-6),3,4,0.7
,TE5720,Động lực học tàu thủy,2(2-1-0-4),2,3,0.7
,TE5740,Thiết kế tàu cao tốc,2(2-1-0-4),2,3,0.7
,TE5750,Mô hình hóa và mô phỏng các hệ thống động lực,2(2-1-0-4),2,3,0.7
,TE4728,Chuyên đề nghiên cứu tàu thủy,2(2-1-0-4),2,3,0.7
,IT4818,Phân tích nghiệp vụ thông minh,2(2-1-0-4),2,3,0.7
,IT5419,Tích hợp Hệ thống thông tin,3(3-1-0-6),3,4,0.6
,IT5420,Tích hợp dữ liệu,3(3-1-0-6),3,4,0.6
,IT4235,Thị giác máy tính,2(2-1-0-4),2,3,0.7
,IT5005,Đồ án thiết kế Hệ thống thông tin,3(0-0-6-12),3,6,0.5
,IT5310,Các công nghệ truyền thông cho IoT,3(2-2-0-6),3,4,0.7
,IT5320,An toàn thông tin cho IoT,2(2-1-0-4),2,3,0.7
