,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,CH3224,Hóa hữu cơ,2(2-1-0-4),2,3,0.75
,CH3225,Hóa hữu cơ,3(3-0-1-6),3,4.5,0.75
,CH3300,Hóa phân tích 1 (KTHH),3(3-1-0-6),3,4,0.75
,CH3301,Hóa phân tích 1 (máy hoá),2(2-1-0-4),2,3,0.75
,CH3302,Hóa phân tích 1 (CN nhuộm),2(2-1-0-4),2,3,0.75
,CH3303,Hóa phân tích 1 (CN Môi trường),2(2-1-0-4),2,3,0.75
,CH3305,Hóa phân tích (CN Vật liệu),2(2-1-0-4),2,3,0.75
,PE2010,Giáo dục thể chất D,0(0-2-0-2),0,1.5,1
,ET2010,Kỹ thuật điện tử,3(3-0-1-6),3,4.5,0.7
,FL3041,Kỹ năng viết tiếng Anh I,2(2-1-0-4),2,3,0.5
,FL3042,Kỹ năng viết tiếng Anh II,3(2-1-0-6),3,3,0.5
,MI1117,Bài tập toán đại cương I,1(0-2-0-4),1,2,0.7
,MI2034,Xác suất thống kê,3(3-1-0-6),3,4,0.5
,PH3035,Trường điện từ,2(2-0-0-4),2,2,0.7
,ET2100E,Vật liệu điện tử,3(3-0-1-6),3,4.5,0.7
,BF2010,Hóa sinh thực phẩm,3(3-0-0-6),3,3,0.7
,EV5130,Thí nghiệm xử lý nước và nước thải,3(1-0-4-6),3,9,0.5
,BF2410,Công nghệ sinh học đại cương,3(3-1-0-6),3,4,0.7
,BF3012,Vi sinh vật thực phẩm,3(3-0-0-6),3,3,0.7
,BF3013,TN Vi sinh vật thực phẩm,2(0-0-4-4),2,6,0.7
