,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,EM4734,Kế toán quốc tế,2(2-1-0-4),2,3,0.7
,EM4750,Thực tập tốt nghiệp,2(0-0-4-4),2,5,0.5
,EM4751,Khóa luận tốt nghiệp,6(0-0-12-12),6,15,0.5
,ET3270,Thực tập kỹ thuật,2(0-0-4-4),2,4,1
,ET4010,Đồ án thiết kế II,2(0-0-4-4),2,4,1
,ET4030,"Thiết kế, tổng hợp IC số và hệ thống số",4(4-1-0-8),4,5,0.7
,ET4031,"Thiết kế, tổng hợp hệ thống số",2(2-1-0-4),2,3,0.7
,ET4040,Kiến trúc máy tính,3(3-0-1-6),3,4.5,0.7
,ET4070,Cơ sở truyền số liệu,3(3-0-1-6),3,4.5,0.7
,ET4080,Mạng thông tin,3(3-0-1-6),3,4.5,0.7
,ET4090,Kỹ thuật siêu cao tần,3(3-1-0-6),3,4,0.7
,ET4100,Cơ sở điện sinh học,2(2-0-1-4),2,3.5,0.7
,ET4110,Cảm biến và KT đo lường y sinh,3(3-0-1-6),3,4.5,0.7
,ET4120,Thiết bị điện tử y sinh I,2(2-0-1-4),2,3.5,0.7
,ET4130,Truyền số liệu và chuyển tiếp điện văn,3(3-1-0-6),3,4,0.7
,ET4140,Định vị và dẫn đường điện tử,3(3-0-1-6),3,4.5,0.7
,ET4900,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5
,ET4160,Điện tử y sinh,2(2-1-0-4),2,3,0.7
,ET4060,Phân tích và thiết kế hướng đối tượng,3(3-1-0-6),3,4,0.7
,ET4150,Mạng thông tin hàng không,3(3-1-0-6),3,4,0.7
