,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,EE5232,SCADA trong hệ thống điện,2(2-0-0-4),2,2,0.7
,EE4463,Phân tích các dự án năng lượng,2(2-1-0-4),2,3,0.7
,EE4464,Quản lý phụ tải (DSM),2(2-1-0-4),2,3,0.7
,EE4465,Các hệ thống cung cấp điện CN và dân dụng,3(3-1-0-6),3,4,0.7
,EE4466,Lưới điện thông minh,2(2-1-0-4),2,3,0.7
,EE4566,Tối ưu hóa máy điện,2(2-1-0-4),2,3,0.5
,EE4672,Kiểm toán năng lượng,2(2-1-0-4),2,3,0.5
,EE4567,Kỹ thuật tích trữ năng lượng,2(2-1-0-4),2,3,0.5
,TEX5241,Thiết kế vải dệt thoi,2(2-1-0-4),2,3,0.7
,TEX5321,Cấu trúc vải dệt kim phức tạp,2(2-1-0-4),2,3,0.7
,TEX5251,Kỹ thuật dệt kim định hình,2(2-1-0-4),2,3,0.7
,TEX5261,Thực hành dệt 2,2(0-0-4-4),2,6,0.5
,TEX5271,Đồ án công nghệ dệt thoi,3(0-0-6-6),3,6,0.5
,TEX5281,Đồ án công nghệ dệt kim,3(0-0-6-6),3,6,0.5
,TEX5221,Tin học ứng dụng trong công nghệ dệt,2(2-1-0-4),2,3,0.7
,TEX5153,Quá trình và thiết bị công nghệ hóa dệt,2(2-1-0-4),2,3,0.6
,TEX5173,Thiết kế nhà máy nhuộm – In hoa – Hoàn tất sản phẩm dệt,3(3-1-0-6),3,4.5,0.7
,TEX5183,Đồ án Vật liệu và công nghệ Hóa dệt,3(0-0-6-6),3,6,0.5
,TEX5193,Phân tích thành phần hoá học vật liệu dệt may,3(2-0-2-6),3,5,0.6
,TEX5134,Tin học ứng dụng trong thiết kế giầy,3(0-0-6-6),3,9,0.5
