,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,MSE4360,Đúc đặc biệt,2(2-1-0-2),2,3,0.7
,MSE5616,Công nghệ và thiết bị luyện kim bột,2(2-0-0-4),2,2,0.7
,MSE5630,Đồ án môn học,2(1-0-2-4),2,4,0.7
,MSE5650,Đồ án tốt nghiệp kỹ sư,10(0-0-20-20),10,25,0.5
,MSE5720,Đồ án môn học,2(1-0-2-4),2,4,0.7
,MSE5740,Đồ án tốt nghiệp kỹ sư,10(0-0-20-20),10,25,0.5
,MSE5820,Đồ án môn học,2(1-0-2-4),2,4,0.7
,MSE5840,Đồ án tốt nghiệp kỹ sư,10(0-0-20-20),10,25,0.5
,NE5912,Đồ án tốt nghiệp kỹ sư (KTNLHN),8(0-0-16-16),8,20,0.5
,NE5922,Đồ án tốt nghiệp kỹ sư (KTHNƯD&VLMT),8(0-0-16-16),8,20,0.5
,TE4240,Động lực học ô tô,2(2-0-0-4),2,2,0.7
,TE4530,Động lực học hệ thống thủy lực,2(2-1-0-4),2,3,0.7
,TE4540,Đồ án máy thủy lực thể tích,2(0-4-0-4),2,4,0.7
,TE4550,Đồ án máy thủy lực cánh dẫn,2(0-4-0-4),2,4,0.7
,TE4571,Hệ thống trạm bơm và trạm thủy điện,2(2-1-0-4),2,3,0.7
,TE4572,Đo lường thủy khí,2(2-0-0-4),2,2,0.7
,TE5060,Đồ án chuyên ngành ĐCĐT,2(1-2-1-2),2,4,0.7
,TE5240,Đồ án chuyên ngành ô tô,2(0-3-1-4),2,4,0.7
,TE5801,Động cơ Hàng không II,2(2-0-1-4),2,3.5,0.7
,TE5821,Đồ án tính toán thiết kế máy bay,2(0-0-4-4),2,4,0.7
