,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,MSE5664,Biến dạng dẻo của kim loại và hợp kim ở nhiệt độ cao,2(2-0-1-4),2,3.5,0.7
,MSE5231,ĐATK khuôn tạo hình,3(1-3-0-6),3,6,0.7
,MSE5331,Đồ án thiết kế công nghệ đúc,3(2-2-0-6),3,6,0.7
,MSE5098,Thực tập tốt nghiệp,3(0-0-6-12),3,7.5,0.7
,MSE5131,Đồ án thiết kế công nghệ sản xuất gang và thép,3(1-4-0-6),3,6,0.7
,MSE5099,Đồ án tốt nghiệp,9(0-0-18-36),9,22.5,0.5
,MSE5632,ĐATK Công nghệ,3(0-6-0-6),3,6,0.7
,MSE5432,Đồ án thiết kế công nghệ luyện kim màu và luyện kim bột,3(1-3-1-6),3,6,0.7
,MSE5532,ĐATK Công nghệ nhiệt luyện và xử lý bề mặt,3(2-2-0-6),3,6,0.7
,ET4611,Điện tử công suất,2(2-1-0-4),2,3,0.7
,ET4041,Kiến trúc máy tính,2(2-0-1-4),2,3.5,0.7
,ET4081,Mạng thông tin,2(2-0-1-4),2,3.5,0.7
,ET4092,Kỹ thuật siêu cao tần,2(2-1-0-4),2,3,0.7
,ET4411,Quy hoạch và quản lý mạng viễn thông,2(2-1-0-4),2,3,0.7
,ET4311,Thông tin quang sợi,2(2-1-0-4),2,3,0.7
,ET4151,Mạng thông tin hàng không,2(2-1-0-4),2,3,0.7
,ET4591,Xử lý ảnh số,2(2-1-0-4),2,3,0.7
,ET4730,Đồ họa máy tính,2(2-1-0-4),2,3,0.7
,ET5140,Hệ thống thông tin đa phương tiện,2(2-1-0-4),2,3,0.7
,ET4740,Thực tại ảo và thực tại tăng cường,2(2-1-0-4),2,3,0.7
